 ,DA,SA,LL,TV,VEC
1e-05,1700,2090227,53169582,48501,338704
2e-05,1300,3681947,55154607,32801,621808
3e-05,2100,6871189,53753589,41901,1221616
4e-05,1200,21826075,53354672,42900,3817448
5e-05,1200,11720347,52655264,75201,1981524
6e-05,1100,507207,53605675,23700,88201
7e-05,1200,300504,52208958,25200,54101
8e-05,1500,21477270,52505662,64300,3691547
9e-05,1300,12693660,52318259,98401,2214728
0.0001,1400,14413182,52147257,109301,2478131
0.0002,2600,1625421,52105556,53201,281603
0.0003,1900,14333481,52518561,79701,2419531
0.0004,1500,752210,53599075,34300,126702
0.0005,1600,15785699,53259571,75601,2839735
0.0006,1500,10142631,52888581,69901,1784323
0.0007,1500,5034465,53251086,30700,909012
0.0008,2300,5064365,53527490,34200,894312
0.0009,1900,19687854,52900881,85601,3477845
0.001,2000,15707302,52782680,113402,2880437
0.002,4200,1501119,53416781,24601,261603
0.003,3400,3756648,52612974,44000,658109
0.004,3900,15888203,53619883,113002,2827036
0.005,3700,17711727,52908978,95801,3220741
0.006,3600,8715312,52569071,60101,1578520
0.007,4000,10692137,52643573,50501,1888824
0.008,4500,11879452,52462069,108201,2123527
0.009,2800,16814115,52306469,110801,3026039
0.01,4200,2357131,51965965,40700,409905
0.02,3100,13352391,51436937,70201,2340533
0.03,3000,7272433,51796748,27700,1270123
0.04,2500,6388016,51949147,44700,1160422
0.05,7600,16697704,51763640,79501,2994655
0.06,3200,13116138,51857842,76802,2340942
0.07,4400,5914307,51846142,32401,1044719
0.08,3500,79701,51765690,16400,14301
0.09,2100,10265431,56566025,61801,2579233
0.1,2400,20891069,51887667,87902,3680147
0.2,4200,8543010,52082464,54101,1515219
0.3,3600,2437931,52487276,48001,422905
0.4,4200,18498634,52528748,80501,3367061
0.5,3500,13797549,52983854,56701,2459144
0.6,3800,11793709,53009939,26800,2129838
0.7,4900,18099223,52032727,30801,3178356
0.8,3100,303705,53531652,23800,49901
0.9,3000,9326765,53392447,49100,1691130
1,2900,4225176,53157349,54601,733813
