 ,DA,SA,LL,TV,VEC
1e-05,1300,20986975,52932045,16300,3740867
2e-05,800,282605,54061565,19301,54201
3e-05,1300,19020940,52718341,67201,3414161
4e-05,1400,20437365,57023618,89701,3710466
5e-05,1900,6599918,53894462,61401,1222922
6e-05,1100,2259140,52510937,22901,401207
7e-05,1100,5299895,54082266,37400,954817
8e-05,1400,15793282,53689758,107302,2860751
9e-05,1900,15150171,53926063,88401,2723449
0.0001,1100,2167939,54133567,42400,397308
0.0002,1401,15545177,53419453,89302,2790950
0.0003,1100,21086577,52798743,90401,4026772
0.0004,2000,907516,53203850,25601,184103
0.0005,1500,15570278,52155531,78801,2761450
0.0006,2600,7407432,52435336,67002,1340623
0.0007,2800,1356025,52731640,38301,251205
0.0008,2100,16386593,53566055,78402,2959953
0.0009,1500,3956871,53243050,47001,719013
0.001,2100,21067076,53180749,57601,3796968
0.002,2600,4062672,52623941,28300,719913
0.003,3001,13260136,56279004,103802,2361242
0.004,3900,21988892,52748141,45801,3959770
0.005,3000,2677748,52509537,24600,474309
0.006,3900,9634272,51891426,73001,1702730
0.007,2700,16095988,52059829,100902,2792049
0.008,2700,358307,51944026,33700,64101
0.009,3100,15206072,52468436,73301,2697148
0.01,4500,11472005,51967225,119203,2236239
0.02,3200,16373093,52495737,65501,3009254
0.03,3100,480009,51999031,17401,81801
0.04,3100,17466911,52079930,42701,3003353
0.05,2800,9843626,51676563,37300,1737723
0.06,2900,13657475,51813167,83601,2504032
0.07,4800,9213018,51869665,26301,1612820
0.08,3400,2668747,52067128,18501,459308
0.09,4800,13367537,51515312,39101,2402242
0.1,4100,10672290,53891158,32901,1957735
0.2,4300,5801503,58829445,23700,988618
0.3,3000,20785970,51836920,10901,4003271
0.4,3500,3023054,52650136,53301,528809
0.5,4200,1478427,52481027,14900,250005
0.6,5401,7630535,57600025,64602,1458526
0.7,3900,5314795,55756591,38801,1023418
0.8,2300,7469933,53190344,35001,1332823
0.9,3800,20172856,55132875,43901,3574263
1,3600,3183357,54379267,49101,560810
