 ,DA,SA,LL,TV,VEC
1e-05,10901,5365396,9722275,24251038,6126910
2e-05,7200,4305978,9718275,22485306,6017008
3e-05,6100,4277377,9502671,22489106,6052109
4e-05,4900,4267177,9574472,22478506,6021209
5e-05,5200,4262977,9574172,22485106,6024609
6e-05,3800,4143875,9510272,22541407,6038008
7e-05,4900,4143275,9501772,22510306,6068709
8e-05,6200,4282578,9626673,22508907,6067309
9e-05,7000,4250177,9623474,22518506,6061409
0.0001,5600,4116174,9696375,22530907,6072109
0.0002,7900,4295078,9673074,22553307,6058010
0.0003,7600,4279077,9569573,22494306,6039209
0.0004,9500,4243277,9778176,22516507,6115510
0.0005,8400,4303078,9664574,22986215,6069610
0.0006,11000,4303278,9495471,22498506,6047909
0.0007,12200,4269577,9682475,22510806,6058210
0.0008,11000,4288778,9462971,22517906,6042709
0.0009,13500,4281778,9848678,22528106,6045109
0.001,9400,4325978,9818877,22680410,6111810
0.002,10000,4207076,9696275,22508807,6043309
0.003,12400,4301778,9919479,22585108,6132510
0.004,12200,4265977,9372369,22534407,6054410
0.005,14600,4388379,9947480,22710610,6150211
0.006,15100,4295478,9558673,22714710,6054710
0.007,12501,4314178,9725375,22661910,6083110
0.008,13601,4331978,9586073,22683209,6067110
0.009,14100,4302378,9833778,22709910,6129010
0.01,20400,4302678,9884278,22665109,6080310
0.02,22701,4302478,9053363,22672910,6040909
0.03,23101,4354454,9103814,22701185,6152177
0.04,34201,4314355,9180017,22705590,6152179
0.05,68801,4218854,8738611,22540986,6006777
0.06,78301,4262255,8777712,22564289,6024277
0.07,97302,4247075,8913657,22622099,6098907
0.08,106401,4267376,8939058,22666000,6109908
0.09,96501,4283376,9475468,22648001,6090008
0.1,104402,4256175,9148962,22637601,6084208
0.2,113702,4246475,9278765,22782004,6116609
0.3,179502,4253055,8917414,22629790,6107578
0.4,145802,4250857,9063621,22574501,6066481
0.5,127102,4228974,9183163,22643999,6092308
0.6,120602,4220274,9339865,22607099,6126709
0.7,131003,4277575,9416566,22614099,6043406
0.8,166103,4253075,9435566,22640400,6050506
0.9,146302,4246555,9372320,22581291,6292781
1,151602,4230854,9425921,22560189,6071278
