 ,DA,SA,LL,TV,VEC
1e-05,5000,5867578,9655927,23636411,6108980
2e-05,7500,4272956,9712228,22497396,6116381
3e-05,4800,4146954,9697128,22464296,6047979
4e-05,7401,4292756,9730228,22474795,6054380
5e-05,5900,4254456,9659427,22481896,6068780
6e-05,5800,4247256,9673727,22543197,6085580
7e-05,6800,4231056,9619727,22559397,6113580
8e-05,5800,4151055,9573326,22485296,6033179
9e-05,7400,4241256,9618527,22548597,6122280
0.0001,5800,4130555,9684827,22612598,6089280
0.0002,7200,4289956,9718628,22571997,6041180
0.0003,6800,4251518,9896674,22489821,6074268
0.0004,7200,4257418,9640466,22501421,6042267
0.0005,8200,4292519,9097451,22513422,6073468
0.0006,7200,4262418,9485662,22590124,6064968
0.0007,10200,4294319,9165553,22551523,6072568
0.0008,9600,4339957,9270522,22581896,6082779
0.0009,9200,4291856,9204621,22540795,6082780
0.001,9300,4283356,9523325,22538996,6056379
0.002,10600,4300804,9149533,22535567,6055787
0.003,9800,4289575,8742053,22512793,6039106
0.004,13100,4331381,8742763,22520119,6019012
0.005,11500,7487940,8952667,22697924,6061213
0.006,13800,4279681,8969870,22637327,6080215
0.007,12000,4275880,8922367,22745725,6050513
0.008,14100,4279080,8966967,22673623,6100513
0.009,13900,4350781,8728962,22687119,6055512
0.01,19400,4307380,8884266,22657722,6069913
0.02,23100,4254079,8899966,22559221,6045613
0.03,24101,4285979,8816564,22597420,6000811
0.04,39501,4248579,8877065,22623521,6050413
0.05,82002,4241079,8822664,22634721,6024412
0.06,90402,4226479,9082869,22615921,6051213
0.07,91902,4236679,9046667,22605919,6017712
0.08,90501,4255079,9007568,22658521,6038712
0.09,113401,4240054,8940014,22672389,6028877
0.1,129002,4316681,9007768,22672923,6053413
0.2,125202,4236179,8894766,22730625,6057813
0.3,146102,4250980,9202473,22722626,6042013
0.4,137502,4288581,9122771,22616724,6067814
0.5,128903,4265580,9219674,22563126,6034415
0.6,122002,4386283,9529379,22701226,6121515
0.7,167703,4250080,9315075,22642424,6054114
0.8,126002,4158580,9083875,22650435,6006716
0.9,148203,4262181,9271275,22626429,6030315
1,165003,4246880,9293476,22689829,6025614
