 ,DA,SA,LL,TV,VEC,CBT
1e-05,6500,9901,497109,9000,8801,1200
2e-05,1300,44701,363707,8100,41101,2400
3e-05,800,19800,371107,5600,17000,1300
4e-05,900,9600,357607,13600,7500,1300
5e-05,700,1100,356907,5000,1700,1300
6e-05,1500,4500,356107,13701,5100,1600
7e-05,900,22401,356406,4401,25000,1300
8e-05,800,13500,356807,1700,13600,1000
9e-05,1100,13200,357007,5200,12600,1200
0.0001,1900,10400,361107,6900,10800,1400
0.0002,2500,31501,371707,8300,30701,2200
0.0003,1700,13600,370707,12501,8100,2100
0.0004,2200,41901,363107,5800,30901,2100
0.0005,2000,3700,357307,17300,2700,2300
0.0006,2701,35100,362106,6301,31400,1600
0.0007,1100,1101,359506,3500,1101,1500
0.0008,2100,17201,362207,5300,16100,1900
0.0009,2900,40201,622112,7100,36500,2000
0.001,3400,30301,604711,9900,26900,2301
0.002,2300,26601,377007,7400,28301,2100
0.003,6200,31701,614011,11100,28500,2600
0.004,2700,8000,366607,20500,8400,1800
0.005,5600,26601,608911,23801,24000,1800
0.006,1600,25601,367107,4200,19200,2100
0.007,2700,5000,365307,18001,3000,2400
0.008,2400,2100,554511,5400,1600,1800
0.009,1600,21400,533010,22801,17900,3200
0.01,3500,13200,376208,14900,13400,2000
0.02,2000,12900,365007,13901,9200,1300
0.03,2000,8100,376407,12100,7200,1800
0.04,3100,9100,382607,9001,7500,1700
0.05,2900,19500,603012,25800,18300,2000
0.06,1600,7700,379008,10000,5800,2300
0.07,2600,42401,675713,6200,35401,1200
0.08,2600,11800,754915,27000,9601,1700
0.09,1800,29901,451408,2300,27501,1600
0.1,1400,9800,416308,14700,5600,1500
0.2,1900,38100,438309,18700,33301,1800
0.3,2200,5600,474209,25601,6700,2400
0.4,3500,24100,1371127,19600,21900,2300
0.5,3400,27600,1126122,21700,22300,1500
0.6,1600,29801,633212,18800,24100,1500
0.7,2400,29501,816415,20101,27700,1300
0.8,1800,9201,703013,12800,5300,1700
0.9,1101,30000,730913,9501,25500,1600
1,1500,31501,782215,10300,29101,1600
