 ,DA,SA,LL,TV,VEC,CBT
1e-05,6200,281905,579811,8501,327106,3600
2e-05,1500,41101,375807,1800,36101,2200
3e-05,4300,36001,597912,4000,28000,3800
4e-05,1200,33800,533611,10500,25900,1900
5e-05,2100,13900,457209,12600,13200,1900
6e-05,1700,21800,361107,4301,17900,2500
7e-05,2200,28101,573511,22000,22401,2500
8e-05,1000,36201,512809,8101,30100,1700
9e-05,1700,9801,371207,11700,5300,1900
0.0001,2700,50001,604311,5800,45001,1900
0.0002,3800,8300,588012,18800,7900,2600
0.0003,3300,7800,623012,16800,6500,2000
0.0004,2100,25901,364207,9400,24100,2300
0.0005,2700,27800,613712,23001,22900,2400
0.0006,5400,30801,585611,13001,25100,1900
0.0007,5600,18300,628812,15001,14600,1900
0.0008,3000,16300,594011,17101,13000,1800
0.0009,1700,30901,356507,4800,32701,1900
0.001,3500,9400,592812,19200,8100,2100
0.002,2100,3600,370307,13500,3300,1900
0.003,1200,16200,389207,12301,11900,1400
0.004,1600,3700,360807,17700,3200,1400
0.005,1700,21101,359207,5100,14700,1800
0.006,1700,19801,389907,11600,15301,1500
0.007,2200,33701,366907,3200,28900,2300
0.008,2200,11400,363207,8300,11100,1600
0.009,1800,5000,363807,17800,5500,1500
0.01,2800,29200,591012,20900,20801,1300
0.02,2100,2500,384907,6200,2000,1200
0.03,4600,31501,659913,14100,27500,2500
0.04,2400,30801,413008,5400,24901,2300
0.05,2100,2000,386207,3100,1800,2100
0.06,1300,46101,398008,3100,42001,1100
0.07,3200,11500,424208,16000,7800,1700
0.08,1700,10400,401108,11900,7201,1300
0.09,2100,34401,399508,8000,27401,1500
0.1,3100,43601,782915,13501,39400,1800
0.2,2200,24201,429708,17300,19001,2300
0.3,1300,14900,485510,15000,12100,2200
0.4,1900,8701,527110,11400,6900,1700
0.5,1900,23600,939818,12800,20300,2601
0.6,2800,18000,1829435,19800,14201,3100
0.7,1200,17400,654013,11100,12100,1200
0.8,2000,7900,2028639,16301,7200,1900
0.9,1600,2300,750010,12601,3100,3100
1,1500,15500,773015,14500,14201,1500
