 ,DA,SA,LL,TV,VEC,CBT
1e-05,6200,276005,546611,14900,318806,2200
2e-05,1200,28501,375107,13200,26901,1100
3e-05,1100,44701,358607,3700,34601,800
4e-05,1100,6800,356707,8600,3900,1500
5e-05,2800,38401,470409,2000,33400,1400
6e-05,1200,10200,357907,14301,5800,1300
7e-05,800,8800,356707,12400,7701,1500
8e-05,1300,1900,356607,8900,2200,1700
9e-05,1400,3800,356907,9400,3900,1900
0.0001,1000,10300,356407,8600,9000,1500
0.0002,1400,17801,358107,4300,14000,1600
0.0003,2200,27301,358807,2800,20900,1200
0.0004,2400,15900,519510,20501,16800,1600
0.0005,2000,22001,404308,8600,20000,1100
0.0006,1800,41701,437808,9000,38001,1400
0.0007,4000,46801,554710,8800,39701,1100
0.0008,3300,14000,371107,11501,13600,1600
0.0009,1400,15001,357907,3900,14700,1800
0.001,1400,19700,366107,15001,16800,1600
0.002,3100,10001,599411,23201,9400,2200
0.003,4700,15801,413008,18900,13200,1400
0.004,1500,9601,381007,16100,13100,1500
0.005,3700,7201,461408,14700,7800,1600
0.006,5600,20201,510810,17300,20000,1900
0.007,2300,38201,369507,8900,32400,1400
0.008,1400,18200,456509,13800,17601,1300
0.009,4500,46101,516310,2000,43301,1600
0.01,2200,43101,363307,2500,38601,1300
0.02,4700,9000,603911,27301,8800,2300
0.03,2800,28100,397308,13600,19601,1600
0.04,1900,6401,423308,22000,4800,1400
0.05,1900,2000,380407,6501,2800,24300
0.06,2300,37501,638712,28901,34500,1900
0.07,2101,24500,675512,27001,25400,2500
0.08,2400,24700,416508,10400,25201,1700
0.09,1800,15600,402008,19600,14901,1700
0.1,3800,2800,404308,11500,4301,2300
0.2,2400,12100,472409,14000,12600,1901
0.3,1500,17400,544711,9000,14700,1600
0.4,1200,13501,846516,20000,13301,1500
0.5,2400,44401,788815,10700,41001,1000
0.6,1700,8901,611011,8800,8301,2500
0.7,2600,53401,1117221,7600,43701,3000
0.8,2300,5500,986518,15301,5500,2000
0.9,1300,8700,735314,12201,9600,1500
1,1900,41400,782213,3200,32701,1000
