 ,DA,SA,LL,TV,VEC,CBT
1e-05,2100,7700,578912,17000,8500,2100
2e-05,1700,14600,357407,10300,11500,2100
3e-05,900,2600,356607,11300,3000,1400
4e-05,1100,11500,356507,18001,13800,1400
5e-05,1100,22701,357106,3700,22800,1301
6e-05,1300,14100,356707,14601,14400,1300
7e-05,8001,900,357106,3501,1200,1300
8e-05,1500,18900,359107,17500,21901,2500
9e-05,1000,20900,356707,10400,21701,2000
0.0001,1300,23901,356807,10200,21600,1400
0.0002,1600,22900,373407,14601,18700,1200
0.0003,1400,8000,510910,14900,7600,2000
0.0004,1500,32101,364507,10400,26300,2000
0.0005,4300,800,366107,2300,1400,1200
0.0006,3900,14500,605112,23601,15200,1900
0.0007,1200,13200,357807,4400,13101,2100
0.0008,3000,25401,552011,11000,25000,1800
0.0009,1700,7300,359907,19100,5300,1500
0.001,1800,1300,361907,7001,1300,1900
0.002,3400,40101,500310,10600,36801,1700
0.003,2700,32700,370108,22200,31801,2000
0.004,4300,25301,569611,16000,24301,1700
0.005,3200,27700,541411,9500,31101,2100
0.006,5500,16200,365907,2700,16601,2500
0.007,3800,38201,560711,12400,37801,2500
0.008,3500,12000,641013,16300,12800,2300
0.009,1600,21700,408108,3300,17201,1800
0.01,3200,24500,375507,3500,21001,2300
0.02,3400,34301,397107,13101,34800,1500
0.03,3400,4300,369707,13300,5401,2100
0.04,2500,32901,376607,15600,26901,1300
0.05,1900,400,393207,1000,700,3501
0.06,1700,23200,579111,24901,23500,1800
0.07,2200,23201,737114,24301,24300,2000
0.08,2400,31501,470109,22901,31800,1400
0.09,2000,21601,501909,19401,22800,2200
0.1,1300,7701,428708,9200,7600,1600
0.2,1000,30801,484309,7900,26201,1400
0.3,2200,34201,747514,8000,32701,3300
0.4,2300,3700,590711,13901,3100,2100
0.5,1900,20901,568410,18700,20601,1900
0.6,1500,29700,620308,3000,26601,1900
0.7,2100,38401,1209823,6200,38601,1800
0.8,1800,39801,923415,7000,34101,1900
0.9,3300,43001,2096340,12500,40901,2300
1,1300,32500,767715,12700,28401,1800
