 ,DA,SA,LL,TV,VEC,CBT
1e-05,2100,286305,623912,11901,343206,1400
2e-05,2300,1800,359707,2100,2100,1500
3e-05,800,39100,356007,10900,34801,1400
4e-05,700,39901,353706,12100,30800,1601
5e-05,2100,35800,493610,7700,32501,1300
6e-05,900,24900,428108,3600,19601,1500
7e-05,1700,14700,357407,16000,9701,2000
8e-05,1700,43901,393007,6700,40301,1300
9e-05,1800,42400,496810,9700,37401,1200
0.0001,800,26900,436509,7900,21100,1700
0.0002,1500,35701,467709,6300,28600,1700
0.0003,1500,19101,360707,9400,10800,1700
0.0004,1800,11101,444208,12900,12101,1500
0.0005,1300,29101,363106,6900,23100,2101
0.0006,2500,3600,377207,8100,4500,1100
0.0007,1500,19301,357007,11100,14400,1800
0.0008,1400,35500,366707,4900,30200,1901
0.0009,1500,30300,358307,10900,24101,2800
0.001,1700,9500,362207,17701,7100,1500
0.002,2100,21200,433309,7100,21200,1500
0.003,1400,25601,361307,9800,19400,1100
0.004,2100,28001,370407,7500,24201,1500
0.005,2100,3800,401208,13600,2900,1700
0.006,1700,31901,372207,3100,24801,1400
0.007,1700,23701,361907,7200,15300,1600
0.008,3100,15500,475810,16800,15000,1500
0.009,1901,31500,398607,2900,26501,1500
0.01,3300,11400,625412,19501,11900,2000
0.02,2800,17700,669712,20601,16900,2400
0.03,3500,52301,466909,7100,45501,1800
0.04,1300,17500,371708,6200,12200,1900
0.05,5000,35401,598011,18500,29600,3201
0.06,2500,31401,432408,9500,28701,2300
0.07,1600,12800,398708,9400,9800,2100
0.08,1900,700,652512,5000,1300,2300
0.09,2301,25700,682413,14100,23200,1700
0.1,2200,35100,562111,3400,29001,1800
0.2,2100,27901,482011,18601,23800,2500
0.3,1300,25401,480109,1800,23501,1500
0.4,2100,6900,526110,14200,7100,1700
0.5,2400,17600,989618,21601,17600,2000
0.6,1300,29601,612212,12500,24000,1400
0.7,3400,32700,1723834,21900,26901,2100
0.8,1900,6200,1132721,21901,6800,1500
0.9,1500,3600,734614,15200,2800,2201
1,2000,15200,778215,9500,14301,2800
