 ,DA,SA,LL,TV,VEC,CBT
1e-05,1600,270106,534010,3100,320106,1400
2e-05,1300,31900,496710,4800,32801,900
3e-05,800,1201,359906,2800,2100,1101
4e-05,1300,18701,357307,8800,21000,1000
5e-05,700,2700,357007,10500,4700,1200
6e-05,800,23000,356807,6500,18401,1100
7e-05,700,2700,361507,9500,2500,1100
8e-05,900,11200,356207,13900,7900,1100
9e-05,6500,4600,369007,15200,5100,1100
0.0001,1200,1901,357406,9101,2300,1000
0.0002,1200,30601,358707,2900,25300,1200
0.0003,2900,32801,447408,3300,31200,2601
0.0004,1000,2600,364207,9901,3500,1800
0.0005,2200,23401,409808,13300,19500,1500
0.0006,1500,22100,363607,4400,18300,1500
0.0007,3300,3700,575111,8600,4100,1600
0.0008,2000,34000,529211,4200,28500,1700
0.0009,3400,6900,592412,12100,6600,2300
0.001,2000,37801,364607,8300,34601,1900
0.002,2300,4100,359507,9100,3900,1300
0.003,2700,4400,405808,15900,5301,1500
0.004,3000,12801,491409,10600,13601,1300
0.005,2800,12300,515610,17801,13400,1600
0.006,3100,12200,605912,28900,9800,1600
0.007,2800,1300,363407,5300,1400,2100
0.008,3600,50301,625112,8001,45301,2100
0.009,4100,33001,604612,13900,39101,1800
0.01,3500,12400,659113,12500,11300,2400
0.02,2800,7500,383808,12200,7200,2700
0.03,3300,14800,655113,20400,13201,1800
0.04,2400,1200,367008,5500,1600,1700
0.05,2400,23700,444409,23500,23601,1700
0.06,1200,15800,509110,16900,12500,1600
0.07,2100,11500,491310,11300,12400,1900
0.08,2000,33101,526310,23001,28200,1800
0.09,4500,16701,617812,15600,15800,1500
0.1,2000,11001,403607,22400,8700,1401
0.2,2200,30300,462009,17300,15801,2500
0.3,2800,29900,919118,9600,29501,2400
0.4,2600,6800,926318,20500,5700,1800
0.5,2200,27500,605012,22101,25300,1700
0.6,4600,22400,638011,10500,21300,1500
0.7,3400,24701,1742822,29900,25801,1700
0.8,2400,23601,1969938,18600,23101,2300
0.9,1700,12600,737015,22801,10600,2200
1,2100,27400,2017539,11400,27500,2700
