 ,DA,SA,LL,TV,VEC,CBT
1e-05,1500,19101,422108,10300,22401,900
2e-05,700,22501,356706,5800,19700,901
3e-05,900,4600,361007,10700,5000,1600
4e-05,800,33300,357907,9401,31500,1100
5e-05,2500,1300,367707,2400,900,1200
6e-05,1200,25800,356607,3700,20501,1600
7e-05,1800,700,353607,3400,1100,1100
8e-05,1100,7201,356406,14501,6400,1200
9e-05,1100,11301,356306,7500,9000,1201
0.0001,3700,2700,475709,9900,3800,2200
0.0002,2300,17700,399408,13900,17901,2200
0.0003,1700,1700,357207,7200,1800,1900
0.0004,1400,25001,369807,9600,24700,1500
0.0005,1100,25801,358307,2900,22500,2400
0.0006,2000,17700,407108,16800,16701,1600
0.0007,10400,12801,367207,16700,9100,1600
0.0008,1800,9100,476009,14601,8900,1300
0.0009,2100,46401,504510,3300,44601,1200
0.001,1300,35301,372907,7000,32401,1100
0.002,2400,7100,404807,15600,7700,1800
0.003,1900,30900,365507,3900,28401,1000
0.004,1600,500,360407,1700,700,1400
0.005,1900,2100,393607,3800,1600,1601
0.006,1400,14400,362907,8300,12101,1300
0.007,2501,41700,483509,13000,39801,2500
0.008,2500,4400,369507,6500,1900,3000
0.009,2900,44901,608311,3301,46600,2500
0.01,2601,24400,368607,3500,21400,1900
0.02,3800,17901,602711,23601,20300,1700
0.03,2900,18701,433008,15800,20901,1400
0.04,2200,13400,376907,17401,11800,1800
0.05,3900,33401,694313,26601,31200,1600
0.06,3300,2500,760315,12800,3600,2200
0.07,2000,5000,404608,19000,5000,2000
0.08,2600,39501,398108,5500,31701,2100
0.09,2300,3000,397608,15500,3300,2100
0.1,2000,16401,623612,21100,17200,1400
0.2,1800,26300,431600,24800,23700,1700
0.3,3800,44900,1065814,20400,46001,1800
0.4,2000,33201,661912,11601,29100,1800
0.5,1900,28301,584811,11600,21201,1300
0.6,1800,22700,649113,15200,24101,1500
0.7,3700,36101,1906636,27001,32800,2200
0.8,2500,24901,2074439,21701,24300,2000
0.9,3700,48701,2097840,4200,51501,1600
1,1200,30501,770414,19900,30900,1701
