 ,DA,SA,LL,TV,VEC,CBT
1e-05,3000,371308,570413,5800,333507,1400
2e-05,4300,46601,619713,13401,45101,2400
3e-05,1700,23701,360908,8500,16900,3100
4e-05,6300,5900,596413,11800,4601,1300
5e-05,2800,15900,429110,20500,17100,2500
6e-05,1500,5900,357008,15100,3300,1400
7e-05,1200,28301,356307,4601,24800,1400
8e-05,4300,3401,596412,8600,3400,2401
9e-05,4300,29201,598713,4600,27801,2200
0.0001,3900,200,386408,2600,500,1900
0.0002,4000,7800,574013,26600,9101,2400
0.0003,3100,3601,625113,7600,3200,3000
0.0004,3900,18700,478692,15900,20299,1600
0.0005,1800,18100,473492,11200,17400,1700
0.0006,3800,47999,650089,5000,50999,3400
0.0007,1700,28999,504592,16400,26199,1300
0.0008,1700,31500,362394,8100,27199,1500
0.0009,2300,3600,359495,10799,3500,1500
0.001,1700,5700,383794,13100,3300,1400
0.002,1499,32500,367095,15099,30800,1800
0.003,3400,34999,378494,6100,29200,2800
0.004,1700,9300,362094,10300,6600,1300
0.005,1500,23200,370408,14400,19901,1800
0.006,3300,23001,358307,9600,22201,1400
0.007,2200,5000,395108,10101,3500,1300
0.008,2800,20501,384308,14700,19000,1200
0.009,1900,26100,359608,13100,21700,1900
0.01,2300,27200,428409,17100,26201,1100
0.02,5601,9800,369407,14400,9800,2300
0.03,4000,14300,443710,19800,13500,2300
0.04,4700,12201,489309,16101,11900,1600
0.05,2300,22900,400808,10300,18500,1200
0.06,6300,17901,723114,26100,19401,2900
0.07,1500,23600,389307,8901,23000,1800
0.08,2300,42201,484509,11000,39301,1600
0.09,1500,8900,373507,11000,9801,1400
0.1,3200,5000,371908,10700,7700,2500
0.2,2000,23500,504210,26001,21700,1800
0.3,1600,29101,544310,16601,27100,1400
0.4,2100,17900,565511,14600,17501,1900
0.5,2500,27200,584611,28801,21100,2300
0.6,2400,10600,607912,19500,10700,1700
0.7,4400,42301,1893336,24901,36401,6700
0.8,3200,7300,691813,15400,5501,2400
0.9,1600,3400,741414,9800,5700,2600
1,1500,8300,770715,16100,7400,1700
