 ,DA,SA,LL,TV,VEC,CBT
1e-05,2000,8700,554707,11901,8800,1500
2e-05,4100,10700,595808,21701,10200,2600
3e-05,2500,13401,601908,16500,10600,2900
4e-05,2200,51101,518807,7800,41101,2400
5e-05,1100,21200,359605,4901,11000,1700
6e-05,1100,1300,362305,9800,1600,2000
7e-05,3500,25200,577908,19800,21901,2800
8e-05,1600,17500,364905,10300,15300,3200
9e-05,800,10000,358105,12900,10200,3000
0.0001,900,20700,357904,7801,15200,1500
0.0002,2500,33601,625908,8400,27801,3300
0.0003,4000,46200,620009,5400,37201,2200
0.0004,2500,12000,532407,16800,10400,2501
0.0005,2200,35501,594708,6000,28401,3300
0.0006,3200,16501,369105,12300,14100,1400
0.0007,2700,14400,371105,10800,13100,1900
0.0008,4301,12400,362805,6400,14000,2700
0.0009,2800,11000,360805,17800,6600,2200
0.001,3800,6400,504007,15100,6100,2100
0.002,1800,5400,360305,9200,4900,1800
0.003,3700,18300,364805,17601,13700,1700
0.004,4800,3000,627309,11000,5400,2400
0.005,2400,12900,619109,19900,13100,1600
0.006,4200,66601,520207,4800,43000,2001
0.007,2300,12700,417406,15000,9900,1800
0.008,4700,33801,539909,8300,27900,1700
0.009,3400,34501,368106,8900,29601,1200
0.01,2300,21801,367706,8000,16200,2300
0.02,2000,30800,370107,12000,24201,2300
0.03,2500,55102,380410,2600,44501,1500
0.04,3000,32600,576613,10100,27700,1700
0.05,3601,2900,522411,11301,3900,1700
0.06,3200,50201,664812,18101,44900,1900
0.07,2900,7000,692414,16900,7600,1900
0.08,1900,8300,409608,13600,5000,2000
0.09,1700,9300,396708,11000,7300,1600
0.1,3200,3700,757815,15700,5200,1900
0.2,3100,18301,991618,18700,12100,1801
0.3,1700,38801,508509,17101,29800,1800
0.4,1401,6400,635412,9300,5400,1600
0.5,1500,4701,967618,21400,5301,2300
0.6,4000,10601,1166022,23800,12000,1800
0.7,1700,29001,666812,18001,25600,2100
0.8,1400,13801,693713,19200,11001,1500
0.9,1500,900,733014,2300,900,1900
1,1200,15500,773915,10300,11501,1500
