 ,DA,SA,LL,TV,VEC,CBT
1e-05,3200,294705,616512,14301,343906,2000
2e-05,1600,36001,389407,22901,31200,1600
3e-05,900,39201,374107,3500,32400,1200
4e-05,1300,4700,363407,14500,3400,1400
5e-05,2300,35301,616112,13000,30801,2100
6e-05,3900,22801,391907,7600,22801,2100
7e-05,1600,9400,358607,17800,6800,1700
8e-05,1200,29700,355507,1500,29101,1700
9e-05,2200,42501,560611,8800,43301,1900
0.0001,3800,43301,656113,14700,36801,4000
0.0002,1700,48001,373907,3000,43501,1800
0.0003,3700,17800,599612,19100,18600,2200
0.0004,2900,43400,586212,8100,37601,1600
0.0005,1900,3000,361107,7600,1400,3700
0.0006,2700,28501,377207,3700,24300,2100
0.0007,2300,19800,382908,12500,17100,3400
0.0008,1100,2000,553411,1800,1000,1500
0.0009,2100,46501,483410,13600,40501,2100
0.001,1900,20201,560710,22801,18200,2200
0.002,1900,15100,365807,15600,10800,1900
0.003,2600,21901,568410,9900,21700,2701
0.004,2000,39501,359307,7700,31200,2200
0.005,2401,16100,365206,17500,15400,1800
0.006,5000,44001,606111,13301,42300,2300
0.007,3300,42801,504810,5900,35000,2800
0.008,5800,14200,644912,19801,14400,3300
0.009,3200,3800,365907,10900,2700,1800
0.01,3400,17700,376207,5500,16601,2300
0.02,2400,32301,546810,16301,28000,1600
0.03,3200,29301,509309,23301,23300,2000
0.04,2900,16400,709614,32700,15701,2200
0.05,2500,41701,599412,24600,37801,1800
0.06,2300,23101,1066020,16000,17701,2100
0.07,1500,5400,388608,15800,6400,2100
0.08,2700,42901,425608,6100,40601,2200
0.09,2900,39901,626412,31500,34701,1700
0.1,3800,9900,511210,13500,9700,2200
0.2,3400,50001,611412,7100,48001,900
0.3,1100,12800,476710,13800,12500,1800
0.4,2100,3500,527210,10300,3200,1800
0.5,4400,21001,1312625,29400,18901,1200
0.6,2200,1600,626012,7600,2000,2200
0.7,2400,8400,654813,9300,7100,1400
0.8,2001,23900,714513,3100,22901,3100
0.9,1400,20000,732814,20801,17800,1900
1,1100,11500,774910,18701,9200,2100
