 ,DA,SA,LL,TV,VEC,CBT
1e-05,2001,38700,561110,4900,39901,1300
2e-05,2400,44601,563411,4300,45201,1600
3e-05,2200,600,563411,2700,1100,1600
4e-05,1300,2100,416608,6800,2600,2500
5e-05,1500,27301,363607,9500,27700,1300
6e-05,3000,15400,588511,24501,15000,1500
7e-05,3301,3900,498209,12700,5400,2300
8e-05,1900,18600,357307,16200,18701,1600
9e-05,1400,25601,357907,3900,24500,1600
0.0001,1900,34201,358506,4001,32900,1900
0.0002,2000,12200,476909,14600,11601,2000
0.0003,1900,49601,367007,8801,26000,1600
0.0004,1700,12000,361207,13001,9400,3300
0.0005,1400,3700,361407,9100,2400,2300
0.0006,1500,12700,358407,4500,13500,2000
0.0007,3300,45901,541510,10000,45901,1500
0.0008,1200,900,358406,3500,1100,2501
0.0009,1600,1100,361007,4600,1200,2600
0.001,2900,22901,604511,18901,27200,1900
0.002,4201,18100,566110,13001,19700,2600
0.003,3600,23000,372108,13000,14700,1600
0.004,3601,20100,537210,12800,19700,1700
0.005,5200,29600,612512,5400,29501,1600
0.006,4100,28300,374307,13100,25400,2300
0.007,2000,26601,375807,9000,23401,2000
0.008,2300,17600,388308,4600,14500,1400
0.009,3500,2300,373407,9001,2300,1800
0.01,2000,15700,362707,5000,14600,1000
0.02,1900,18700,579811,19601,20000,2000
0.03,4100,17600,584411,18401,18000,2100
0.04,4201,5100,640711,17100,6600,1300
0.05,2200,26101,381407,20601,23500,1300
0.06,2100,12801,402807,12700,13901,2900
0.07,2800,37601,590411,23601,40201,1300
0.08,3100,18000,416008,13300,17701,1000
0.09,3600,35901,531510,7600,33301,1600
0.1,4300,34101,701613,7501,37300,2100
0.2,1900,6600,431009,14900,8700,1600
0.3,1900,42101,726014,6100,43101,1900
0.4,1500,28401,541510,19001,25100,1200
0.5,2200,7000,953018,17800,5100,1900
0.6,4000,18500,1771834,25200,18301,4000
0.7,3100,24901,1102721,22600,24801,2600
0.8,1800,7500,799615,18000,7400,2000
0.9,2600,33100,1109721,7200,30800,1701
1,2700,28701,785117,27800,28901,2700
