 ,DA,SA,LL,TV,VEC,CBT
1e-05,7901,365607,600511,9700,358207,2000
2e-05,2100,46901,370307,5900,53601,2600
3e-05,900,19800,373308,10500,17500,1100
4e-05,1500,24500,356807,2700,19000,2100
5e-05,700,1800,357207,9700,2400,1800
6e-05,1000,2600,353507,14400,3200,1500
7e-05,2500,44301,576911,11601,41600,1900
8e-05,2200,22800,560811,21400,24601,2300
9e-05,1200,700,482709,2400,1900,1600
0.0001,800,20500,359507,18901,19000,2600
0.0002,3800,9900,362907,10500,7600,3500
0.0003,2400,32401,383407,11500,32801,2500
0.0004,2600,18300,500310,16900,18600,2000
0.0005,2000,6200,359607,13000,6501,2100
0.0006,2100,8000,632212,23000,11501,2700
0.0007,5000,4500,376007,15001,5300,2300
0.0008,3500,22701,366007,13400,14101,2200
0.0009,3200,48301,601312,7500,56001,1500
0.001,2500,4900,441009,14500,3200,2400
0.002,3100,16600,364407,18401,8800,2800
0.003,6101,10100,563810,22001,12000,3400
0.004,2500,9300,365507,8300,10801,1900
0.005,2201,7900,370507,8900,5900,1900
0.006,2200,9001,369007,12900,8000,2000
0.007,3100,36801,418508,10600,38401,1400
0.008,3501,40400,621211,9601,41500,2000
0.009,1800,31301,360307,3800,31600,2300
0.01,2700,32801,633812,10400,32301,1700
0.02,1900,37600,372007,9401,34800,1900
0.03,3100,18900,405608,19401,19400,1200
0.04,2100,15800,618212,18901,15900,1800
0.05,3400,18400,526410,13500,21701,1700
0.06,4201,41000,612611,15501,43500,1700
0.07,2800,47401,781715,17601,51501,3200
0.08,3600,26301,774515,12700,29601,1700
0.09,1400,21600,405008,9800,20601,1000
0.1,1600,46501,555111,5800,49301,1600
0.2,1900,32201,735314,10200,34501,1900
0.3,3100,14600,786015,28201,14800,2200
0.4,3400,42901,1379126,6800,35201,2100
0.5,1700,15300,567811,15900,15701,1700
0.6,2100,24901,608711,7300,21601,1400
0.7,2900,5300,1198323,18800,7800,2500
0.8,2600,19700,688813,7000,23601,2100
0.9,3900,13501,2054438,23101,14000,3400
1,1300,32801,770515,16101,28500,1900
