 ,DA,SA,LL,TV,VEC,CBT
1e-05,2400,266505,484209,3701,307205,1400
2e-05,1200,34900,413108,8200,35601,1000
3e-05,1000,36500,358407,4800,33701,1100
4e-05,900,1200,360307,4300,1400,1700
5e-05,1100,40901,353707,5900,38801,1000
6e-05,1000,29601,353907,1900,22600,1100
7e-05,1000,12000,353507,4000,9500,1000
8e-05,1400,3900,357107,10500,4300,1200
9e-05,3300,17500,475209,16801,16600,1400
0.0001,1900,25600,437109,7300,23100,1600
0.0002,1200,39601,370607,9200,36801,1800
0.0003,900,19800,358507,5800,16101,1500
0.0004,1800,4800,357407,17400,4800,1500
0.0005,800,9700,377407,11300,6700,1400
0.0006,1600,39300,489110,10100,38501,1000
0.0007,1100,38401,359607,8700,34901,1400
0.0008,2600,24300,443309,7000,24200,1600
0.0009,2600,23500,490010,17000,24000,1600
0.001,2600,24400,359807,2400,18801,1400
0.002,3600,30101,539310,12100,28001,1900
0.003,5300,38701,614112,12500,33201,2000
0.004,2400,12300,361807,15100,11901,1900
0.005,2100,21900,369907,3200,19801,1500
0.006,1800,13800,378707,17000,13001,1400
0.007,2900,23500,389708,5900,18500,1200
0.008,2500,33801,492210,5200,33400,2300
0.009,2300,10100,382007,11401,9200,1200
0.01,3200,29001,442508,5601,26300,1400
0.02,2600,14900,372407,16700,13501,1700
0.03,3100,47401,674613,8500,46801,1600
0.04,1700,25700,482209,10101,22400,1100
0.05,2700,4800,605012,20200,7100,1800
0.06,1900,13100,529710,18400,11101,1600
0.07,1600,11100,509910,24101,9900,1200
0.08,2200,24701,428208,27601,23900,1500
0.09,1200,8300,371607,21001,4800,1400
0.1,1100,17301,509510,20600,15100,1500
0.2,1600,19000,738115,18200,21200,1500
0.3,1800,4000,485609,13301,3400,1800
0.4,2900,28101,597412,9900,26801,2000
0.5,2700,33601,1156722,5700,34301,2100
0.6,1200,24801,616212,13400,23300,2200
0.7,2600,28200,679613,9000,29101,2600
0.8,2400,6100,1458828,18601,5300,1700
0.9,1600,45701,810016,5500,39401,1800
1,2100,44201,1548830,13400,41201,2900
