 ,DA,SA,LL,TV,VEC,CBT
1e-05,2100,33501,568310,3400,39201,1500
2e-05,1000,5500,357707,8300,2501,1200
3e-05,1000,3100,356107,13500,3000,1100
4e-05,1000,28400,361607,4400,25901,1500
5e-05,1000,10901,356406,7901,8900,1800
6e-05,2101,25800,507809,7500,23501,1300
7e-05,1000,9800,479409,21701,10300,1500
8e-05,1200,28600,362707,8401,25000,1300
9e-05,1000,900,358406,2700,901,1800
0.0001,1000,7100,357407,14200,5300,1000
0.0002,1600,18700,370507,12301,20000,2800
0.0003,4300,52201,531310,5300,54701,1700
0.0004,1100,19200,384108,15900,14800,1600
0.0005,3900,36201,558110,14601,35100,1800
0.0006,3500,800,363007,2200,600,2200
0.0007,3600,49401,590711,9400,47401,2600
0.0008,3000,13600,537010,13900,13601,2100
0.0009,2200,2400,539711,5600,2400,2500
0.001,3000,30801,395907,5900,17400,2501
0.002,3100,28301,364007,4700,26501,1900
0.003,1900,39501,365207,4000,29400,2000
0.004,3100,38501,425008,7200,36401,2300
0.005,4000,31501,380607,5800,30701,1600
0.006,4300,43901,610012,16200,43301,2300
0.007,2300,50301,616812,6900,52401,1400
0.008,3700,38201,565311,10900,36301,1900
0.009,1700,18101,366607,8400,15900,1800
0.01,2900,22800,624412,15300,21501,2300
0.02,3000,12201,387707,13300,9301,1600
0.03,3900,40701,567311,13600,43601,2400
0.04,3700,40701,674113,3300,45301,1700
0.05,3800,38500,488310,12100,38001,1400
0.06,2200,9900,404608,17100,7300,2400
0.07,2101,24300,397207,4800,21501,2900
0.08,1400,15900,395908,12500,11900,1800
0.09,4200,32201,659112,4400,26500,1500
0.1,4400,25200,806016,10700,27600,1600
0.2,4200,8700,1124122,23800,8700,1700
0.3,2900,43101,1063627,7000,45501,2200
0.4,3000,32200,823816,12000,31201,1300
0.5,1500,6600,565711,7800,6100,1900
0.6,1300,20801,608911,6901,15700,1200
0.7,2200,5800,654213,13200,7500,2200
0.8,2200,39601,1991238,13700,40101,1900
0.9,2600,11200,1089321,24401,13200,1800
1,2001,40800,2122640,7700,31700,1701
