 ,DA,SA,LL,TV,VEC,CBT
1e-05,7200,2500,547211,3300,2400,3100
2e-05,1300,29301,359707,23500,32401,3700
3e-05,1000,1700,357106,5301,1700,1300
4e-05,1000,37301,359307,7200,39901,1500
5e-05,4300,23000,369507,12701,16800,1200
6e-05,1900,13100,361307,3000,10200,1600
7e-05,1200,10500,356607,14200,8200,2000
8e-05,1200,16201,356707,4600,13100,1000
9e-05,1600,4500,356506,17900,4900,1301
0.0001,1300,27800,356807,1700,15700,1100
0.0002,5000,30601,557411,4200,24800,2300
0.0003,4300,10900,591511,12101,12200,3400
0.0004,3700,29401,365007,6800,29500,2100
0.0005,3400,35001,376307,3400,50301,2000
0.0006,3900,38201,362207,1400,33401,1100
0.0007,1400,10600,370907,13600,12000,1900
0.0008,1900,20301,366207,16300,19600,1900
0.0009,2700,36901,508510,11000,39301,1900
0.001,1600,17900,361107,13801,17500,1800
0.002,1900,16001,361507,11500,14300,1300
0.003,2900,44201,516710,7100,46301,1400
0.004,2400,31500,362507,10101,32900,1500
0.005,2200,4900,360907,12701,5200,2100
0.006,1700,36601,458108,15001,41800,1900
0.007,2600,47101,607312,4800,49501,1300
0.008,2200,24201,365607,4300,23800,1800
0.009,3401,8900,428908,23300,10200,1400
0.01,1900,10700,361407,14801,8500,1100
0.02,2600,7800,395608,10200,7000,1200
0.03,2800,35301,384608,8400,36400,1000
0.04,2900,2500,361707,10600,3800,1800
0.05,1600,16801,362807,12500,15300,1400
0.06,1800,37101,532810,12601,39300,1300
0.07,2500,45200,561811,3400,48801,1700
0.08,3200,2200,557711,6100,2300,1200
0.09,1600,4000,371307,9200,4000,1400
0.1,2400,38501,390007,18900,38901,1800
0.2,1500,23000,437806,7101,20600,1200
0.3,1600,22000,651713,16100,21301,1700
0.4,2400,20800,560311,5100,18001,1500
0.5,2200,6401,686113,23600,7400,2000
0.6,1500,800,607811,3900,1000,1400
0.7,1700,2300,704414,9800,3500,1900
0.8,1900,8400,696814,14100,5900,3400
0.9,1500,32101,735114,15201,26400,1400
1,3100,37901,1552430,8700,43401,1700
