 ,DA,SA,LL,TV,VEC
1e-05,900,3900,15000,4000,600
2e-05,1000,1900,14900,4401,500
3e-05,900,500,4500,3700,800
4e-05,600,600,7400,4000,400
5e-05,900,3600,5101,4500,400
6e-05,1800,1700,9000,4400,400
7e-05,900,13000,2300,5600,400
8e-05,1000,1700,13800,4301,400
9e-05,1200,1100,14400,4200,500
0.0001,1000,2100,6800,4401,1000
0.0002,1801,1700,13100,5800,500
0.0003,1100,3100,7700,14100,400
0.0004,1100,2000,12400,4500,1000
0.0005,2400,1800,6700,4500,1200
0.0006,900,1600,12500,4600,500
0.0007,1500,800,4900,5101,600
0.0008,1100,2900,5100,4800,500
0.0009,800,700,7500,5400,500
0.001,2100,3300,6500,4600,1100
0.002,2300,1400,8100,4800,700
0.003,2500,1500,4700,4900,700
0.004,3000,1900,3600,4800,500
0.005,2100,2000,12000,4200,700
0.006,1400,700,16900,4000,400
0.007,1000,600,8500,4100,400
0.008,1500,500,10600,4300,500
0.009,2200,3100,18000,4700,600
0.01,2200,1800,13700,4000,500
0.02,3200,1900,7800,4500,1000
0.03,2800,1400,14700,3600,500
0.04,2000,3500,13100,3500,300
0.05,2100,1600,15100,4600,400
0.06,3200,1600,3800,5000,500
0.07,1900,1900,3300,4100,500
0.08,2700,3500,7600,5500,600
0.09,2900,900,2500,4300,400
0.1,2701,3200,8900,3600,1500
0.2,3100,2200,16000,3900,700
0.3,3200,1500,11001,4100,1000
0.4,3200,3100,7600,4200,700
0.5,2600,500,6300,4300,800
0.6,4000,2100,14200,3801,1000
0.7,2900,1700,10900,4800,500
0.8,2800,900,5200,4800,400
0.9,2900,500,5500,3600,900
1,2900,2100,9800,4300,300
