 ,DA,SA,LL,TV,VEC
1e-05,800,3300,11700,4600,500
2e-05,400,300,8600,4100,500
3e-05,800,1500,18001,5300,500
4e-05,700,700,8000,3900,500
5e-05,800,1500,11200,4400,500
6e-05,2100,1400,3800,5600,400
7e-05,400,300,8900,3700,900
8e-05,1300,2000,8601,5000,600
9e-05,900,1000,6300,4900,300
0.0001,2400,1400,4000,4500,300
0.0002,1300,1400,9700,4300,800
0.0003,800,2500,17300,4600,600
0.0004,1100,1500,18301,4400,400
0.0005,500,700,8901,4600,500
0.0006,1000,1300,14000,5700,500
0.0007,1100,1400,27200,5200,400
0.0008,1201,2400,5600,5200,600
0.0009,1200,3100,16601,5900,500
0.001,1100,1900,11401,4700,900
0.002,2400,2300,5300,4700,400
0.003,2600,1800,4901,4900,300
0.004,2500,1700,17801,4000,700
0.005,3400,2500,3200,5301,500
0.006,1100,700,10700,4900,1000
0.007,2000,1900,12800,4400,800
0.008,2800,1700,15200,5600,800
0.009,2400,1300,3900,5601,400
0.01,2900,1500,15701,4800,800
0.02,2500,1100,18700,4000,400
0.03,2200,1100,16801,4500,500
0.04,3900,1600,4200,4000,600
0.05,2500,1700,7500,4901,600
0.06,2500,1200,5400,3500,700
0.07,2600,4000,8000,4400,500
0.08,2500,2000,9201,4700,500
0.09,3001,1600,15000,4600,500
0.1,3500,900,19701,5100,500
0.2,2700,1400,17200,4200,600
0.3,3700,1400,3500,3800,700
0.4,2400,500,8801,3800,900
0.5,2300,1500,16201,4900,600
0.6,3100,600,7800,5400,300
0.7,3300,1500,6000,3700,800
0.8,2300,1500,10100,4500,700
0.9,3800,1300,18300,3800,1100
1,1400,600,17700,4500,600
