 ,DA,SA,LL,TV,VEC
1e-05,1000,2000,2700,5100,500
2e-05,800,1800,8600,4600,500
3e-05,1400,1400,6100,5600,500
4e-05,600,1700,6200,4400,900
5e-05,200,300,3700,4000,300
6e-05,700,400,7500,3700,700
7e-05,1200,1900,4000,4801,600
8e-05,800,2200,15300,5700,400
9e-05,700,3000,15801,4400,900
0.0001,300,600,2600,4000,300
0.0002,800,1100,12400,4300,800
0.0003,1000,1000,15300,4400,400
0.0004,1600,2100,10200,4200,700
0.0005,1000,1400,16300,5400,500
0.0006,1000,1600,4900,4300,500
0.0007,1301,2000,4000,4100,400
0.0008,1200,3200,9100,6200,600
0.0009,2200,1900,13400,5200,300
0.001,800,3100,17400,5300,600
0.002,2400,1900,7900,4000,900
0.003,2101,1200,4400,4200,1200
0.004,1000,700,17200,4800,500
0.005,2200,1300,15600,5801,1100
0.006,2500,2000,9500,5200,901
0.007,1601,1100,15000,4300,400
0.008,2800,1500,4300,6000,600
0.009,1900,700,9000,5000,800
0.01,2900,2300,6900,4600,1000
0.02,2200,1600,5800,4501,600
0.03,2200,1500,8401,4700,400
0.04,3400,1500,8601,3600,1200
0.05,1900,2400,3500,4101,500
0.06,2700,1500,12200,4200,500
0.07,2600,1600,12600,4001,900
0.08,1400,600,12700,3800,900
0.09,3100,2100,8500,3900,500
0.1,3500,1300,8100,3800,1000
0.2,1300,900,16000,4800,500
0.3,1800,800,5400,3800,1400
0.4,2500,1100,11801,3800,500
0.5,5200,2000,4400,4700,1100
0.6,3300,1500,18200,4200,500
0.7,4000,2300,12101,4700,600
0.8,4300,1200,6500,5100,600
0.9,5100,1800,10300,4901,500
1,3000,1400,11600,3900,600
