 ,DA,SA,LL,TV,VEC
1e-05,1000,2300,4700,6900,400
2e-05,700,1300,16201,5000,500
3e-05,1700,2700,7900,4200,1200
4e-05,1500,2000,7300,5701,1100
5e-05,1400,2000,19500,4600,700
6e-05,1100,1800,17600,4600,1500
7e-05,700,500,5700,3800,400
8e-05,900,2500,19301,4900,500
9e-05,900,2700,18001,5600,500
0.0001,700,1700,4400,4700,1100
0.0002,1400,1900,18201,4800,600
0.0003,1000,2100,5800,5500,500
0.0004,700,900,18401,5100,600
0.0005,800,1800,14100,4800,700
0.0006,900,1800,12900,4600,1000
0.0007,1100,2100,14100,4700,500
0.0008,1300,4500,12400,4600,1500
0.0009,900,900,8000,4800,500
0.001,1000,1800,12301,4900,600
0.002,1500,2400,6700,4399,1300
0.003,1100,800,4000,4400,900
0.004,3300,1800,11200,5200,500
0.005,3600,1800,4001,5700,600
0.006,1900,3800,4900,4400,600
0.007,2300,1700,17700,4600,500
0.008,1900,1600,15400,4800,900
0.009,1400,2401,8600,4300,700
0.01,3100,1800,15600,4800,900
0.02,2600,1500,17100,5200,500
0.03,1600,2400,14201,4100,600
0.04,2000,1400,2800,4001,600
0.05,2200,3600,4900,4100,1000
0.06,2000,3700,15901,4500,600
0.07,2300,1300,8900,4701,600
0.08,2800,3900,7300,4300,600
0.09,2000,1000,19301,3900,900
0.1,3400,1800,3400,4500,600
0.2,1700,2000,17100,4800,500
0.3,4200,1100,3200,4200,600
0.4,5700,1800,15000,4000,700
0.5,3000,1800,8800,4400,800
0.6,3500,2200,3300,4801,800
0.7,2100,2400,14500,4100,900
0.8,2300,1000,5500,3900,700
0.9,2500,1400,3700,4200,600
1,3900,4000,5600,4400,600
