 ,DA,SA,LL,TV,VEC
1e-05,800,3801,7400,4600,900
2e-05,400,900,1900,4901,400
3e-05,900,2400,3700,6000,400
4e-05,1200,2400,4900,5100,400
5e-05,600,1300,6100,4601,400
6e-05,1800,2500,8000,5800,1000
7e-05,500,400,16100,4300,1001
8e-05,1700,1400,22900,4900,500
9e-05,600,1900,17200,4900,400
0.0001,900,1000,7600,5900,400
0.0002,1300,1200,15700,5300,600
0.0003,500,600,16200,4800,500
0.0004,1000,1900,24800,5101,600
0.0005,1100,900,4900,4300,400
0.0006,800,20500,2200,4400,500
0.0007,1000,2900,2700,5600,500
0.0008,1200,1400,13700,5500,500
0.0009,700,1900,6000,4000,800
0.001,1000,3500,7601,4400,400
0.002,2800,1800,9200,4000,500
0.003,3500,1700,3900,4700,600
0.004,1800,1900,15400,5400,600
0.005,3300,2400,3700,5600,700
0.006,2700,1900,15300,4900,400
0.007,3701,1900,13900,4400,700
0.008,1600,1100,8801,4300,1500
0.009,1700,1000,5301,4700,700
0.01,2600,1300,11801,5500,700
0.02,2000,2900,4401,4500,600
0.03,3800,2700,10201,3800,300
0.04,2000,1600,17201,4500,600
0.05,1900,3601,12600,3700,700
0.06,2600,1700,10500,4500,500
0.07,3801,2200,16901,3700,400
0.08,3300,1400,11701,3800,400
0.09,2400,800,17801,4000,500
0.1,2500,4200,15000,4100,1100
0.2,2600,900,18201,3600,400
0.3,3300,2700,8900,5600,400
0.4,3900,2400,10600,5400,300
0.5,4001,1700,10100,3400,700
0.6,3500,2000,4900,5300,800
0.7,2400,2600,14400,4000,1000
0.8,5001,1600,6900,4100,1200
0.9,4400,700,9000,3700,900
1,4900,1400,15401,4100,400
