 ,DA,SA,LL,TV,VEC
1e-05,800,3900,9000,4901,700
2e-05,1000,1300,13501,4700,400
3e-05,1200,2300,2000,4500,700
4e-05,500,400,8200,3700,500
5e-05,500,1400,16600,5200,400
6e-05,700,2600,17201,4500,500
7e-05,700,2400,11300,5100,400
8e-05,900,3000,14300,4700,1100
9e-05,600,1400,12000,4100,600
0.0001,700,4500,14400,4300,500
0.0002,800,2600,18101,5500,700
0.0003,1200,3000,8400,5200,700
0.0004,1600,1800,10200,4400,500
0.0005,1200,800,16001,4500,500
0.0006,1400,1800,4600,4600,600
0.0007,1000,3901,15600,4000,800
0.0008,1100,2400,16300,3900,700
0.0009,1100,500,16201,3700,400
0.001,1300,2600,15200,4701,900
0.002,1500,900,19601,3900,900
0.003,2101,2600,18500,4300,500
0.004,1700,600,9100,4600,400
0.005,1900,2200,3700,4700,1000
0.006,1700,700,6500,4001,500
0.007,1500,800,10000,4900,400
0.008,2200,3200,7600,4700,500
0.009,1800,800,9800,4700,900
0.01,3800,1700,8300,4200,700
0.02,1600,1800,17400,6601,400
0.03,3200,1700,10000,4300,1200
0.04,2100,2900,12900,4600,800
0.05,3800,1500,15601,4000,800
0.06,2900,3100,8400,4500,400
0.07,3400,2300,3000,3701,900
0.08,1700,400,5300,3700,1100
0.09,3700,1700,11700,4800,400
0.1,3000,2700,15900,4001,1300
0.2,2000,1800,6100,3400,800
0.3,4800,2700,15501,3800,800
0.4,4600,2000,12800,4100,500
0.5,2800,5100,7400,5101,700
0.6,2300,3001,14200,5100,700
0.7,3400,800,5500,3500,600
0.8,3300,3300,19400,4000,1201
0.9,4900,1700,8500,3800,400
1,4000,1500,4200,4900,400
