 ,DA,SA,LL,TV,VEC
1e-05,1100,2500,12901,4500,700
2e-05,900,1700,11400,4001,600
3e-05,900,1700,13400,5200,500
4e-05,900,2400,10500,6500,1000
5e-05,900,1500,5800,4700,500
6e-05,800,400,5401,4400,300
7e-05,800,2400,15700,5700,600
8e-05,400,200,16600,3800,800
9e-05,900,300,5800,3900,600
0.0001,1800,2300,17700,5801,600
0.0002,1000,1300,10601,4500,600
0.0003,1000,2600,3800,4800,600
0.0004,1300,2300,17000,4000,700
0.0005,900,1700,5600,4500,1100
0.0006,1000,1600,15601,4400,700
0.0007,900,3900,20400,5101,1200
0.0008,1900,1900,17300,4800,900
0.0009,1000,3700,9500,6100,600
0.001,1100,2900,21700,4600,1500
0.002,1500,500,14400,4000,400
0.003,1500,1000,9701,4900,600
0.004,1900,2000,3301,5200,900
0.005,2500,2800,11400,4400,1500
0.006,2900,1800,8400,4500,1400
0.007,2300,1700,6300,4600,1000
0.008,3700,2100,16500,4700,600
0.009,2800,2300,19400,3901,1500
0.01,2500,1600,15400,5600,700
0.02,2500,1600,4500,5200,500
0.03,3600,1900,12501,5400,700
0.04,3300,1800,2600,4800,500
0.05,2100,1400,10400,4300,600
0.06,2800,2600,17500,4300,900
0.07,2700,1400,9300,3800,700
0.08,2300,1600,5200,4900,500
0.09,1800,1100,16201,3900,400
0.1,2100,1700,12800,3800,1000
0.2,2600,2700,17601,5100,600
0.3,4600,2100,15001,3700,1100
0.4,2500,2900,13900,3900,600
0.5,4200,1701,7300,3900,700
0.6,2300,3200,6999,4300,1400
0.7,4400,2200,16000,3800,700
0.8,3700,1800,12400,3700,1000
0.9,2500,2900,12800,3801,600
1,3300,1700,11700,3700,700
