 ,DA,SA,LL,TV,VEC
1e-05,1300,2900,9800,6000,700
2e-05,1300,13000,2700,5600,500
3e-05,500,3900,13700,4400,600
4e-05,800,3100,18400,5301,600
5e-05,1800,2700,18100,4300,800
6e-05,400,1100,16700,3900,300
7e-05,900,2900,7100,4800,500
8e-05,300,1400,4000,5300,400
9e-05,1200,1800,8400,5600,900
0.0001,700,1700,17300,4700,1000
0.0002,700,500,7900,6600,600
0.0003,800,2000,9700,5300,700
0.0004,1000,2001,3900,5400,600
0.0005,600,800,15000,4400,700
0.0006,900,600,7700,4600,400
0.0007,1200,2600,9301,4700,1600
0.0008,1901,2100,4500,5300,500
0.0009,900,3700,17101,5100,500
0.001,1001,900,6100,4200,1000
0.002,1900,1100,3200,4300,500
0.003,2600,1100,18301,4300,600
0.004,1700,3800,12600,4700,600
0.005,1900,3101,9400,4300,600
0.006,2600,4200,12601,5300,700
0.007,1400,700,5300,4700,600
0.008,2001,3600,16100,5400,600
0.009,1400,1000,11700,5200,500
0.01,1200,900,7100,4500,500
0.02,3500,2300,14000,5400,600
0.03,3700,1600,4300,5600,500
0.04,1900,700,19600,5101,600
0.05,3900,1900,16600,4400,1500
0.06,2100,3400,8300,5500,600
0.07,2000,4400,13001,3900,500
0.08,2900,3200,8001,4900,500
0.09,1800,700,12901,3800,500
0.1,2800,3800,16501,4500,600
0.2,2400,2600,13100,4000,800
0.3,3400,2500,10901,4100,700
0.4,2600,800,15100,4900,600
0.5,3900,2700,10800,4800,800
0.6,5000,2900,2600,4700,700
0.7,4401,1800,9300,3900,600
0.8,3400,1400,13701,4000,1300
0.9,4600,1900,14400,4200,900
1,2600,2200,5400,3800,1200
