 ,DA,SA,LL,TV,VEC
1e-05,800,3800,4200,5200,1200
2e-05,1300,2200,11900,4900,400
3e-05,900,2400,8500,6900,600
4e-05,1300,2700,12200,5900,400
5e-05,600,400,11100,3800,900
6e-05,1000,1600,11701,4700,600
7e-05,800,2400,6100,4400,500
8e-05,800,3600,6700,4701,1300
9e-05,800,2600,10301,5500,600
0.0001,900,1100,9200,4500,701
0.0002,800,3800,16700,4701,500
0.0003,1600,1800,18100,4300,1100
0.0004,800,1400,3700,4800,700
0.0005,900,1000,6300,4700,600
0.0006,900,2600,17301,5300,500
0.0007,1100,1200,9300,16701,900
0.0008,1100,1900,17300,4501,1000
0.0009,2600,2900,18700,6400,600
0.001,800,2900,8301,4500,1300
0.002,2900,2000,6400,5500,900
0.003,3200,1800,14600,4200,1200
0.004,1800,3400,16200,4700,600
0.005,1500,3500,14900,4401,700
0.006,1900,3001,14000,4400,1000
0.007,3300,2200,15500,5600,800
0.008,4200,2000,8400,4500,1300
0.009,2300,3700,13300,5101,700
0.01,2500,2300,17400,4600,600
0.02,2100,1100,9401,4000,1100
0.03,1800,3600,18100,4900,600
0.04,3100,1200,5200,5000,600
0.05,3200,1400,13000,5201,400
0.06,2200,2700,13800,4200,1200
0.07,2400,4300,6200,4200,700
0.08,2700,2900,7500,4200,900
0.09,2100,500,7600,4100,500
0.1,2200,1600,15000,4201,700
0.2,1700,2400,19500,4200,500
0.3,4200,2000,4200,4800,700
0.4,2800,1800,3600,5000,700
0.5,3100,1400,12400,4500,1100
0.6,3100,2000,2700,4601,500
0.7,5100,4301,8500,4000,1100
0.8,2700,1200,11001,4700,900
0.9,2300,1300,12600,4600,500
1,3300,3000,11200,4600,1200
