 ,DA,SA,LL,TV,VEC
1e-05,800,3700,12500,4900,700
2e-05,600,1400,14901,4900,1100
3e-05,1000,2300,7000,5400,700
4e-05,600,900,10200,4900,500
5e-05,700,3100,2900,4700,600
6e-05,700,3601,4700,4400,500
7e-05,1200,1700,4200,4600,500
8e-05,700,3000,13800,5000,800
9e-05,1100,1500,12100,5201,600
0.0001,900,3000,9400,4800,600
0.0002,1100,700,18400,4701,400
0.0003,1000,2700,9900,4900,400
0.0004,1100,400,13700,4700,500
0.0005,1500,1500,17601,4300,1400
0.0006,1200,2400,16500,4400,500
0.0007,1500,2000,12400,4400,1500
0.0008,1000,1100,7500,3900,400
0.0009,900,2300,5600,4800,1000
0.001,1100,3200,20400,4401,1000
0.002,2200,1700,8301,5700,600
0.003,2201,1700,5100,4600,1000
0.004,2000,2300,19501,4100,700
0.005,2300,3401,11800,5200,1000
0.006,2300,2200,9500,4800,500
0.007,2300,3000,10200,4900,600
0.008,2600,3800,15500,4900,400
0.009,2200,5300,19201,4600,700
0.01,3200,3100,11601,5900,600
0.02,3400,4600,13400,4800,700
0.03,1300,1000,15900,4900,700
0.04,1800,1800,4300,5300,500
0.05,1900,1600,16100,5000,500
0.06,1300,2100,10100,4200,500
0.07,3500,800,9700,3800,601
0.08,2400,2700,8500,4300,500
0.09,2400,3400,7200,4401,500
0.1,2400,1800,22700,5000,600
0.2,2600,2700,4700,3900,700
0.3,3200,900,15401,3500,400
0.4,2100,1700,7300,3701,400
0.5,2900,3300,6600,5800,600
0.6,2400,2400,13200,4000,400
0.7,2600,2100,7601,3900,500
0.8,2700,1400,10601,4600,700
0.9,2600,800,3200,3700,700
1,2600,1300,10100,4901,400
