 ,DA,SA,LL,TV,VEC
1e-05,700,1827535,54481234,77602,1702032
2e-05,900,3235861,53600318,37500,3164360
3e-05,1000,3940674,54638838,57201,3563767
4e-05,1300,2673450,53419614,88602,2175941
5e-05,1000,1008019,53647618,57801,967519
6e-05,801,912017,54191428,51901,855816
7e-05,901,2871854,53091807,85102,2863254
8e-05,1200,3639569,53603217,107002,3017657
9e-05,2500,3757472,53560316,100502,3305763
0.0001,1100,1120621,53367013,39701,1064320
0.0002,1500,596212,53725919,59402,561010
0.0003,1500,3125860,53357115,100402,2642650
0.0004,1700,3288763,61339267,83701,2735652
0.0005,2301,1785333,55054847,51901,1429727
0.0006,1800,2954456,54299833,91901,2513848
0.0007,1700,2968757,53332214,112202,2884355
0.0008,2701,3427265,53800323,103002,2913655
0.0009,1600,2864255,55441064,113602,2394046
0.001,1600,1322326,54946353,50801,1280025
0.002,3400,1294226,53571006,42301,1195725
0.003,2200,1008019,53351017,49101,961419
0.004,3500,96102,53328538,39801,94802
0.005,4600,2882141,52969254,62901,3295947
0.006,3000,492009,53554911,52001,484710
0.007,4400,1964538,52874230,54901,1908637
0.008,2600,328706,53773879,58701,314305
0.009,4400,1128122,53527045,55801,1104322
0.01,4501,1171022,53351113,49401,1166622
0.02,2600,883316,52832004,47501,864817
0.03,3100,1641531,53104810,66001,1643431
0.04,2800,3242762,52664800,69601,3190061
0.05,3400,1622231,53539217,205204,1586430
0.06,1900,2408024,53874023,94901,2415824
0.07,3200,3031757,52342476,44701,2960255
0.08,2300,3815573,51953982,97002,3803272
0.09,5400,788015,51551973,32701,783015
0.1,2200,1947837,51675978,58402,1901536
0.2,2300,2103940,51819681,92802,2057239
0.3,5000,3089258,52002285,48101,3093959
0.4,5901,2675837,52225525,38401,2623836
0.5,3700,2824157,51895253,68002,2820957
0.6,4400,2881355,53868523,82001,2967957
0.7,4600,1356426,53751212,42301,1345825
0.8,3500,2493948,52350689,64501,2461847
0.9,3000,2440047,52416192,60901,2709552
1,4100,1418627,53498517,36701,1441127
