 ,DA,SA,LL,TV,VEC
1e-05,1000,1436925,57060706,37900,1440026
2e-05,1900,1884933,56285992,61501,1883033
3e-05,1100,1743631,56961703,79802,1761731
4e-05,1100,677112,59234344,37501,680712
5e-05,1100,1702930,57045505,61901,1738331
6e-05,2000,1728830,57248209,77702,1785531
7e-05,1400,3599863,56293992,101902,3540963
8e-05,1500,1764031,57372911,60801,1731631
9e-05,1500,391607,57373511,33701,404707
0.0001,1100,1231922,57097506,74101,1222122
0.0002,1101,3163655,56168489,47801,3154256
0.0003,2100,2720148,56809501,98201,2737949
0.0004,2500,3170455,57160407,108602,3232357
0.0005,1700,148103,57243009,17500,164503
0.0006,1600,2615446,56617996,94702,2587245
0.0007,2000,3842068,57104604,90402,3897168
0.0008,1900,1477826,56707598,75201,1525027
0.0009,2200,3246857,56971402,101102,3193756
0.001,2200,2423443,56256989,99702,2415043
0.002,2600,1697930,56434594,73902,1741430
0.003,3100,32001,56262290,42901,31901
0.004,2900,3186556,55879885,77001,3946870
0.005,2900,313906,56227091,25400,326406
0.006,4200,1472526,55567079,89702,1545227
0.007,2401,2993052,55217073,50801,2934052
0.008,3800,3801767,54506362,30600,3909369
0.009,3400,3541462,54711465,74501,6096708
0.01,3400,2419143,54347858,101402,2371442
0.02,2901,3223756,52377321,43601,3106054
0.03,2200,293805,52943749,34600,278205
0.04,2800,2486044,52521931,85301,2433343
0.05,3000,398407,53137340,20500,390107
0.06,4000,3813768,51951118,42400,3769967
0.07,3300,2124438,51872817,49501,2236539
0.08,4500,1761331,52176822,45001,1816932
0.09,9200,1883734,52135921,56901,1984635
0.1,5200,385307,51917716,30901,370306
0.2,2600,951016,53129138,44501,928116
0.3,4000,3759366,52520328,53501,3694465
0.4,3301,90601,53415251,27501,88601
0.5,4800,1064319,53924658,62002,1079719
0.6,2900,30700,53487845,43001,32000
0.7,6300,3468361,57132112,27500,3885169
0.8,5100,3014653,55383881,57201,2979053
0.9,5100,3018754,55015573,21601,2950552
1,3700,1701330,53903453,35601,1693930
