 ,DA,SA,LL,TV,VEC
1e-05,1300,2584949,53957329,40801,2588649
2e-05,700,3393565,53875827,92502,3338063
3e-05,900,2143241,53448419,115602,2105241
4e-05,800,428108,53770625,29401,400207
5e-05,600,408208,53579621,48801,398908
6e-05,900,1484628,53446219,76402,1449327
7e-05,900,3072758,53589122,74001,3024258
8e-05,1400,2457447,53925428,108402,2339044
9e-05,1000,2515348,53387718,97901,2495948
0.0001,1000,2358745,54279634,111803,2354644
0.0002,1200,3335064,53922928,106702,3277362
0.0003,1300,2307644,53991829,80002,2283843
0.0004,2700,3601568,53798626,93502,3410865
0.0005,1500,3334163,54111632,103602,3533467
0.0006,1500,2242143,59484934,91001,2180042
0.0007,2000,2296444,53870627,108202,2216342
0.0008,2000,3887474,53677924,80101,3886375
0.0009,1900,2622650,55670761,117702,2589850
0.001,1700,3145660,54469439,106402,3122560
0.002,2800,3193560,53429018,77502,3162260
0.003,2100,3404065,54000732,112702,3529968
0.004,3100,2318645,55179152,90602,2392846
0.005,2800,4011676,54202137,46400,3983077
0.006,4300,325106,54379037,30501,303605
0.007,2700,2657151,54543741,103302,2411646
0.008,3000,3695370,54619442,87302,3748971
0.009,3600,2707452,54556441,109902,2659651
0.01,4400,3386565,54334336,99302,3301363
0.02,3500,833321,61000641,60402,788320
0.03,7600,4011574,52722969,65801,3971673
0.04,4300,1637431,51791300,51901,1454928
0.05,4200,2658751,51315990,68401,2691652
0.06,2700,1698133,51574889,46701,1707233
0.07,3000,329707,51369689,27400,329907
0.08,3900,4546287,51885398,71002,3703471
0.09,3000,1840236,51535392,55701,1817235
0.1,3100,3811774,51501293,59601,3744472
0.2,3100,414708,52050990,42500,407608
0.3,4400,2725751,51720982,29200,2656251
0.4,4700,3426366,51668190,39400,3452667
0.5,4300,2679351,52024691,39801,2548049
0.6,5800,1100621,53365714,26100,1060520
0.7,3600,181003,53066212,49201,170603
0.8,3900,389708,52410238,38701,365607
0.9,4500,375434,53243040,30702,364433
1,5400,1525804,52912736,43300,1474804
