 ,DA,SA,LL,TV,VEC
1e-05,2000,2602946,55409679,32401,2582546
2e-05,2200,2928152,55763286,88502,2795249
3e-05,1200,606811,54876370,35201,567410
4e-05,1300,1245322,55504181,66202,1198321
5e-05,2100,1067019,55650284,92402,957717
6e-05,1200,3581463,55086074,81202,3533362
7e-05,1300,1775631,55712485,82202,1709030
8e-05,2900,2541545,54296361,98501,2521545
9e-05,2100,3579664,55825887,69701,3495162
0.0001,1800,1729531,55646984,48801,1721330
0.0002,1300,2315741,53774148,101802,2195938
0.0003,1400,3648264,53626045,63902,3595463
0.0004,1400,1490626,53940451,44101,1442825
0.0005,1400,63701,54770366,20000,54401
0.0006,2100,1632928,54515661,67402,1582628
0.0007,1500,3718165,53831449,100002,3629564
0.0008,1600,2423443,54052253,97801,2358042
0.0009,1800,506409,54547961,41901,476309
0.001,1900,836815,54024352,44601,808314
0.002,1800,3097154,54473044,93001,3058253
0.003,3100,3813567,55125963,103101,3754466
0.004,3700,2781349,53601345,85902,2724148
0.005,4600,586810,54529152,34801,563710
0.006,3000,1517326,54351956,64001,1427425
0.007,2100,565910,54433240,48300,542010
0.008,2600,1579828,53784545,75501,1548427
0.009,3800,2253139,54125851,97901,2260840
0.01,2700,2617946,53482140,104101,2619046
0.02,2300,3611363,54452257,95702,3524662
0.03,3800,3575362,53239534,85202,3494761
0.04,2600,3562763,52821627,91002,3315458
0.05,3300,2134338,51662308,86801,2064836
0.06,2700,577910,51762608,42001,559210
0.07,4200,484709,51880612,50701,474008
0.08,4600,1085419,52207016,43801,1090419
0.09,3600,3189756,52920128,88902,3158955
0.1,3700,478308,51878393,14500,462808
0.2,4200,2084936,51970317,36501,2086236
0.3,4600,3791167,52615629,45701,3478462
0.4,4100,1866633,52992836,36700,1807632
0.5,4800,614511,52861427,31701,582510
0.6,3200,3555763,54094652,84902,3573463
0.7,3100,2246439,53654241,92001,2038836
0.8,4900,1190821,54053146,45201,1184621
0.9,5200,1395925,54747457,57901,1327723
1,5300,1079718,56167181,37801,1089919
