 ,DA,SA,LL,TV,VEC
1e-05,1100,2482346,54484707,64701,2083139
2e-05,1200,1565229,53629092,48601,1522928
3e-05,1900,512110,54044399,37401,480109
4e-05,1100,96802,54205902,21301,84201
5e-05,1100,1437227,54359705,43901,1396026
6e-05,800,1686032,54667910,78302,1639530
7e-05,800,1629330,54524708,55101,1568729
8e-05,1100,589911,54339205,52801,547610
9e-05,1500,1245523,54290804,53901,1164821
0.0001,2100,1984737,54322505,60501,1921735
0.0002,1200,1178722,53644792,70001,1163222
0.0003,1000,559010,54309804,34701,519510
0.0004,1500,3792771,53642192,59101,3739870
0.0005,1900,3301961,54587210,88902,3385563
0.0006,1900,1522828,53947998,48201,1505528
0.0007,2100,1668231,54546709,68402,1617430
0.0008,1700,1528828,54789714,45701,1498828
0.0009,1700,640512,53868697,49801,610311
0.001,2400,1854935,54069100,74602,1855734
0.002,3100,1766233,54001397,48600,1694132
0.003,2000,3897805,54266771,94900,3461504
0.004,2400,324406,53771192,54201,288506
0.005,3500,1531527,54384064,46800,1480726
0.006,3200,3257040,54109760,104001,3248639
0.007,2700,2500632,53584587,110002,2437331
0.008,2800,1862923,53755370,49001,1938924
0.009,4000,1701222,54404705,58701,1624921
0.01,4100,2295829,53857193,87401,2294030
0.02,3100,1814235,54033241,57201,1828335
0.03,3500,146103,52036457,22001,119402
0.04,3701,2878253,52056760,117003,2746450
0.05,2300,3984073,51472251,73401,4110476
0.06,3200,3952473,51768255,86802,3838871
0.07,2400,2684149,52037162,64601,2636049
0.08,3900,988019,51811856,45701,951518
0.09,2700,1668031,52454274,60401,1678731
0.1,4000,3093557,52283066,61201,3027556
0.2,4300,3765470,52605876,29801,3783770
0.3,4600,3183859,52697671,66701,3188159
0.4,5800,2329243,52548071,69401,2341743
0.5,3100,709413,53306978,55301,731314
0.6,4500,3932572,53617892,91902,3881172
0.7,4500,362507,54450797,17500,373007
0.8,4700,1391325,54127793,53501,1365025
0.9,4500,263405,54357098,57601,249505
1,3700,1692931,54043508,46701,1694231
