 ,DA,SA,LL,TV,VEC
1e-05,2500,1590829,54189597,66001,1567429
2e-05,900,261405,54727706,47101,232905
3e-05,1300,1325824,54426700,70402,1258423
4e-05,1600,2235341,55788226,72101,2278542
5e-05,2900,1059519,54689006,38301,1047519
6e-05,3200,3017255,54497903,60701,2859352
7e-05,1000,2285742,54515603,91001,2241841
8e-05,1100,2859353,54731206,76502,2696449
9e-05,1000,1668930,54762107,48301,1594330
0.0001,1100,1394825,54455602,41901,1314324
0.0002,1500,857315,54100095,37301,849916
0.0003,1200,988518,54784307,48701,936218
0.0004,3200,2655349,54156896,70101,2522447
0.0005,1400,2339143,54431214,89902,2347545
0.0006,2500,102503,53837779,24801,87702
0.0007,3300,1323626,53557174,55601,1276426
0.0008,1500,192104,54220487,37101,163903
0.0009,3600,3071361,54501393,65202,3058061
0.001,2400,2038141,54327589,107402,1988240
0.002,3800,873017,53813429,44000,845517
0.003,2800,135202,53630724,48201,106502
0.004,2500,2276141,53414954,56601,2248840
0.005,2700,725814,53064215,60201,756015
0.006,3400,2881255,53490716,57101,2801853
0.007,2600,3431865,52744403,53001,3397765
0.008,3000,852216,52488895,61902,961318
0.009,4300,1300525,53047824,41000,1273625
0.01,2700,3823273,52095394,65801,3817873
0.02,2700,3361565,51502789,74501,3354965
0.03,2400,3188461,51640786,44901,3127760
0.04,2500,1915037,52149197,53401,1889736
0.05,2200,2916259,51757044,91602,2810656
0.06,2700,3244362,51717689,54901,3214561
0.07,2300,3311963,51627479,59702,3353463
0.08,3400,3361265,51629187,72802,3370164
0.09,3500,1686532,51777290,53501,1642731
0.1,3900,2616350,51614585,80302,2608449
0.2,3101,451108,52484394,52901,464309
0.3,5100,83501,53037897,27901,92502
0.4,4100,956418,51808884,55901,941918
0.5,4300,3786371,52054976,57001,3803672
0.6,4901,1596330,52830693,31701,1566029
0.7,3500,2776953,52037379,81401,2721052
0.8,5300,775614,52642488,55601,769214
0.9,4100,359806,52833487,20901,354806
1,3800,3480565,53439993,67702,3448064
