 ,DA,SA,LL,TV,VEC
1e-05,800,1316225,53128110,72902,1264824
2e-05,1300,3145460,54320133,37100,3086759
3e-05,2000,1889236,53885725,63401,1892336
4e-05,800,1431727,54503637,43801,1376726
5e-05,1000,3822473,52916006,85202,3818273
6e-05,800,1825334,52963308,82801,1767034
7e-05,1200,2497247,53557019,120002,2752952
8e-05,1600,4106278,53593119,21301,4040677
9e-05,1600,2631950,53745622,102302,2569049
0.0001,1400,2953357,53152511,113302,3067158
0.0002,1200,1464928,53480917,53201,1426027
0.0003,1100,748714,53353814,25900,685913
0.0004,1300,1932636,53264413,70502,1908736
0.0005,1200,3119859,53609120,85001,3058459
0.0006,1400,12800,53126211,19000,12900
0.0007,1401,3465265,52956107,70401,3483166
0.0008,2800,1996038,53471917,86001,1868736
0.0009,1600,1378526,53558519,57301,1397927
0.001,2000,1884136,53683921,87502,1836835
0.002,3200,1221923,52914807,39001,1167022
0.003,2600,3966175,52844105,79602,3845473
0.004,2400,3899374,52849104,21000,3929575
0.005,1500,3722971,52710902,95002,3587768
0.006,3200,3136960,52256294,32600,3064658
0.007,3000,3317762,52471295,114202,3249162
0.008,3600,1778134,52993707,59002,1755233
0.009,4400,313106,51865186,21101,302705
0.01,2500,3537867,52180693,20700,3418865
0.02,2300,1256924,51752484,43601,1201423
0.03,3600,2551348,51578983,68702,2570249
0.04,2900,2466054,51486727,72801,2543356
0.05,4800,685111,52198767,33901,670011
0.06,2400,2995757,51441080,63501,2896155
0.07,3900,1036919,51476776,40101,1001519
0.08,3501,351206,51539977,28401,331806
0.09,3701,3249561,51710980,26901,3189460
0.1,2500,3355264,51626277,41101,3342863
0.2,3300,943418,51451181,55201,908217
0.3,4901,2207542,51588783,76302,2217942
0.4,3200,2095440,52803906,95602,2050439
0.5,5100,2261544,52293202,89801,2251544
0.6,5101,1588830,53879719,53101,1642531
0.7,5900,3444067,52200215,95402,3470768
0.8,5500,2045739,54580238,105402,2030139
0.9,2800,2523249,53278517,99301,2496548
1,2600,507410,52716305,33300,500510
