 ,DA,SA,LL,TV,VEC
1e-05,1500,971017,54174989,34501,907516
2e-05,1000,2363643,54334292,105902,2267441
3e-05,900,1266723,53968885,70102,1058019
4e-05,1800,1359225,54520196,52201,1326824
5e-05,1200,3508764,54075488,79702,3505864
6e-05,2100,3981473,54215990,81102,3853870
7e-05,1300,1301223,54774401,75501,1223123
8e-05,1000,3408762,54339993,93702,3370861
9e-05,2300,1687131,54394493,45401,1635330
0.0001,1300,1204722,54596398,39900,1141221
0.0002,1401,364206,54348492,54601,362707
0.0003,1400,3311760,54612598,85102,3228659
0.0004,1800,3844670,54683999,87102,3780969
0.0005,1800,2246941,54843602,97202,2173939
0.0006,1800,612411,54550997,42701,567410
0.0007,1400,200804,54078588,32401,167403
0.0008,1700,792314,55582115,29501,748413
0.0009,2801,850415,54958903,60601,798415
0.001,2000,2958254,54575597,120602,3089357
0.002,2900,1484227,64016769,48701,1449826
0.003,3500,3478064,54463395,97802,3382462
0.004,3100,2922954,54453593,112002,2850652
0.005,4401,2822851,55620916,87801,2791651
0.006,3400,416508,54640798,31000,381507
0.007,7000,3960072,54755601,22400,3843170
0.008,4200,1034519,54076287,58901,977918
0.009,2600,738913,54467296,55301,675812
0.01,5800,700,53968985,3600,2100
0.02,4000,516709,54640797,37501,442708
0.03,3700,1342225,55152408,66101,1358325
0.04,4501,1995336,54551395,105902,1996236
0.05,4400,1293323,52119352,75001,1253723
0.06,4100,2195028,52548162,91801,2088026
0.07,3100,4150656,54136938,20400,4275559
0.08,3800,1170821,51672242,30700,1149521
0.09,3200,1367125,51963848,47501,1362925
0.1,4100,2263441,52288558,66201,2237141
0.2,5800,3020956,52403861,75502,2994154
0.3,4500,3814670,52737657,78902,3744868
0.4,2700,1348125,52376261,52301,1355325
0.5,4500,2072626,52870676,86001,2087427
0.6,3900,2077738,53968985,27700,2047038
0.7,3900,3885470,53794576,45501,3792769
0.8,5600,3119657,53966286,60802,3125357
0.9,6100,2332642,54795998,37301,2345043
1,3500,3644267,54181495,53400,3602866
