 ,DA,SA,LL,TV,VEC
1e-05,900,3239358,55063579,34001,3243357
2e-05,1800,3915369,53748356,91702,3700466
3e-05,900,2931952,54680473,84901,2911652
4e-05,1000,610111,54172864,24300,570010
5e-05,1700,2933552,54367067,115002,2909352
6e-05,1301,3554563,55189381,89102,3549763
7e-05,1300,2349242,54097762,116302,2146038
8e-05,1000,3784367,53803857,80601,3703966
9e-05,1000,2599847,55027378,82102,2533045
0.0001,1800,2117138,54185864,110102,1991735
0.0002,1100,2291641,54046561,113802,2194939
0.0003,1500,417207,55161981,44601,394407
0.0004,1400,2287641,54383567,95002,2211439
0.0005,2201,2103137,54451168,88901,2064037
0.0006,1400,2133338,53747756,77901,1913234
0.0007,1900,3306859,54658975,79701,3234558
0.0008,2500,3204657,54218467,98502,3195457
0.0009,1600,576210,53766259,29601,535409
0.001,1500,11700,59282558,13800,9700
0.002,3500,1056819,54263464,36401,1024618
0.003,4000,3603064,54422367,96102,3448061
0.004,2700,1375924,53674054,59801,1541828
0.005,3300,2895151,53344948,73101,2837751
0.006,2200,41701,53475447,52101,39001
0.007,3100,3516363,53616753,93101,3451862
0.008,4300,993917,53290747,66201,989018
0.009,2500,1631529,53712355,87101,1676330
0.01,3100,2905252,53175144,113902,2909252
0.02,3100,3919769,52334031,87901,3944471
0.03,2100,3772767,51975523,47001,3762867
0.04,3000,713212,52238127,28001,733513
0.05,3100,2172738,51967824,35701,2159638
0.06,3800,1278823,51708718,52901,1330823
0.07,3500,3491660,52052596,41300,3439459
0.08,3800,678613,52174127,50901,673412
0.09,3200,570311,51811321,22201,570710
0.1,2300,1653030,52366331,32400,1637629
0.2,6200,3355659,52554128,83002,3309858
0.3,4100,3887769,53887859,69101,3901969
0.4,2800,167602,53133825,15801,151802
0.5,4400,3805455,53342063,62401,8608423
0.6,4900,2942252,53774445,88202,2928551
0.7,4500,1439925,53618543,27300,1380924
0.8,4300,2615446,54501249,72202,2624245
0.9,4500,3016954,53648549,76801,2994053
1,4300,3053154,54806255,40401,3075054
