 ,DA,SA,LL,TV,VEC
1e-05,1200,3752970,53608098,47901,3785570
2e-05,900,2332743,53513996,118602,2377845
3e-05,800,943918,53129989,47701,902317
4e-05,1600,1514128,53722800,62502,1455427
5e-05,1700,2167741,53593598,128502,2099839
6e-05,1100,949317,53883104,75401,888617
7e-05,1800,2527747,53569898,93402,2479246
8e-05,900,3903673,53879803,69402,3808470
9e-05,1100,1480727,53404295,57401,1411326
0.0001,1500,1303625,54368012,58401,1305724
0.0002,1000,3156759,54436314,88801,3113058
0.0003,1800,2432245,53296092,119403,2609048
0.0004,1000,47801,53149789,12601,41100
0.0005,1300,1089020,54512215,31401,1071720
0.0006,2801,4051675,59052499,78402,3990174
0.0007,1800,3237261,53851103,108702,3228960
0.0008,2000,2474947,53737001,113802,2435245
0.0009,1600,1147921,53508597,62101,1094021
0.001,1900,2640249,53470996,110502,2586248
0.002,2800,3190459,53206591,85801,3168859
0.003,2800,1307725,54742119,63801,1336625
0.004,4000,1695531,53380194,81901,1666031
0.005,2200,73101,52849484,48401,65201
0.006,4501,177103,53761000,30401,159103
0.007,2500,2077538,53259192,84602,2163340
0.008,3100,1117721,53403295,41000,1085921
0.009,3100,2246742,52561780,48301,2274843
0.01,3900,3276761,52871684,53501,3187860
0.02,2600,336106,52215073,26100,329706
0.03,2800,2889812,51980913,31400,2822512
0.04,3300,865012,51741962,32101,843811
0.05,3000,3657768,52575979,14900,3738370
0.06,3600,154403,51924563,12300,146803
0.07,4200,1026119,52219367,30101,988518
0.08,4000,2527447,52369072,28201,2453446
0.09,3800,2703850,52059167,57801,2652449
0.1,4000,2198840,52391373,59101,2185941
0.2,5100,2748351,52336872,61001,2480846
0.3,3000,2493247,52562475,34801,2446645
0.4,3400,782015,52377471,40001,738213
0.5,4500,1305623,51638535,54601,1289823
0.6,5100,1797834,53835712,52601,1793734
0.7,5000,3375050,54294091,69301,3218246
0.8,5000,1908953,54019801,65902,1840351
0.9,4400,1229217,54390457,54701,1223617
1,3401,1264623,53939697,47201,1230623
