 ,DA,SA,LL,TV,VEC,CBT
1e-05,1000,300,900,700,100,2300
2e-05,400,100,500,500,200,900
3e-05,1301,300,700,300,100,2400
4e-05,600,300,2100,600,200,1700
5e-05,200,300,600,600,200,1000
6e-05,700,200,1900,700,200,1900
7e-05,300,100,1000,300,200,800
8e-05,300,700,800,600,300,1600
9e-05,700,200,800,300,100,800
0.0001,2000,1100,700,600,100,2000
0.0002,800,200,1200,600,100,1100
0.0003,2600,500,400,600,100,1800
0.0004,801,100,700,500,200,1100
0.0005,700,0,600,500,100,1500
0.0006,2200,200,200,700,0,1400
0.0007,700,200,500,900,900,1300
0.0008,700,100,300,400,100,1400
0.0009,600,100,500,500,0,1200
0.001,700,200,800,1000,200,1600
0.002,1200,200,3200,900,100,1000
0.003,2900,700,1101,400,100,1000
0.004,1600,800,500,400,100,1000
0.005,700,600,600,500,100,700
0.006,1500,900,600,300,100,1000
0.007,1500,600,2100,400,100,1000
0.008,2400,100,600,800,100,1300
0.009,1100,200,1300,700,100,1400
0.01,1200,200,700,600,100,1000
0.02,1700,200,1100,1000,100,1200
0.03,1500,100,1400,600,0,2200
0.04,2700,200,1800,800,200,1400
0.05,1100,300,700,600,100,900
0.06,1100,200,500,500,100,1000
0.07,1400,200,1600,800,300,2300
0.08,1400,200,400,1100,0,1700
0.09,2500,100,1000,700,200,1100
0.1,1100,200,700,1200,300,1100
0.2,1500,200,1800,800,100,800
0.3,1000,200,1400,400,100,1201
0.4,1501,100,700,600,300,1900
0.5,1200,100,100,700,0,1200
0.6,1400,700,1300,400,200,1600
0.7,900,300,1100,500,100,1500
0.8,1800,200,700,400,0,2100
0.9,1700,100,400,300,100,1000
1,1700,100,500,400,0,1600
