 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,300,1400,500,200,1300
2e-05,500,600,600,500,100,1400
3e-05,500,100,400,600,0,1300
4e-05,500,200,300,800,100,1200
5e-05,400,300,400,500,200,1300
6e-05,400,200,400,700,100,1600
7e-05,400,0,600,800,0,1300
8e-05,400,600,500,600,100,1600
9e-05,400,100,500,600,100,1600
0.0001,400,100,700,600,100,1100
0.0002,1000,200,400,400,100,1600
0.0003,600,200,700,800,100,1200
0.0004,900,300,1000,900,200,1600
0.0005,800,200,800,500,100,1300
0.0006,1400,200,1200,400,200,1500
0.0007,1600,300,700,700,100,2400
0.0008,600,100,300,1200,0,1200
0.0009,1200,400,1500,901,200,2700
0.001,1000,300,1600,900,200,3500
0.002,2000,400,1300,900,0,2000
0.003,2900,400,1900,1400,500,2900
0.004,2101,400,1000,800,100,1100
0.005,1200,0,500,700,100,1200
0.006,1300,100,400,1200,200,1700
0.007,2600,300,1100,700,0,1700
0.008,2700,300,1300,700,300,1300
0.009,1500,400,800,700,300,1600
0.01,1200,200,1100,700,200,2500
0.02,1300,300,900,1500,100,1200
0.03,800,200,700,400,0,1100
0.04,1800,100,500,1500,0,2100
0.05,1500,100,900,400,100,1200
0.06,2100,200,600,600,0,1400
0.07,2200,200,800,1200,100,1100
0.08,1400,100,500,900,200,1100
0.09,1200,100,800,600,0,1800
0.1,1200,400,400,600,100,1000
0.2,1400,200,300,600,100,2000
0.3,1300,300,2000,600,300,900
0.4,2100,200,1100,600,100,1700
0.5,1400,0,1000,800,100,1800
0.6,3400,300,2300,500,100,1800
0.7,1800,200,1600,1101,300,1100
0.8,1200,100,1000,400,100,1500
0.9,1400,100,1000,400,100,1400
1,1400,200,500,400,100,1700
