 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,200,800,500,201,1100
2e-05,600,100,500,700,100,1300
3e-05,400,200,400,600,200,1200
4e-05,700,400,1600,800,300,2500
5e-05,400,200,300,600,200,1500
6e-05,1000,400,1300,800,300,2300
7e-05,500,400,600,600,300,2200
8e-05,300,300,900,600,601,1300
9e-05,900,100,200,900,200,2100
0.0001,600,200,500,300,0,1500
0.0002,1000,300,1500,1100,300,2500
0.0003,1000,100,300,700,0,1100
0.0004,2200,300,1200,400,100,2500
0.0005,1400,300,600,300,100,1700
0.0006,600,500,400,600,100,1300
0.0007,1500,500,900,500,100,1200
0.0008,1500,300,400,500,100,1600
0.0009,1400,400,1000,600,300,2600
0.001,2300,200,800,600,300,1500
0.002,2001,400,900,400,200,1300
0.003,1501,400,2000,600,300,1200
0.004,2200,300,700,700,200,1500
0.005,2200,200,700,600,200,1300
0.006,1500,200,1900,600,100,1700
0.007,1400,100,800,800,100,1300
0.008,1700,300,2100,800,300,1400
0.009,1300,100,1200,500,100,2100
0.01,1200,200,400,1300,100,1701
0.02,1300,100,700,500,0,1700
0.03,2200,400,900,800,100,3300
0.04,1700,200,700,1400,100,1800
0.05,2300,300,1300,1300,200,1100
0.06,1500,300,800,600,100,1000
0.07,1600,300,400,1000,300,1300
0.08,1600,300,2400,800,200,1500
0.09,1300,100,400,700,100,2800
0.1,1500,100,700,600,300,1200
0.2,1500,200,1000,500,0,1100
0.3,2400,400,1200,700,100,1600
0.4,1800,100,500,800,0,1800
0.5,1900,700,700,500,0,1400
0.6,1400,200,500,500,100,1600
0.7,1100,100,400,1900,100,2700
0.8,1900,0,1300,500,100,1200
0.9,1300,200,1000,600,200,1900
1,1900,400,5000,700,200,2500
