 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,300,1200,500,100,1200
2e-05,800,500,1300,500,100,1400
3e-05,600,300,800,300,300,1800
4e-05,500,0,200,200,0,1700
5e-05,300,200,300,400,200,1000
6e-05,200,800,400,400,200,900
7e-05,400,100,600,400,0,1800
8e-05,1400,600,900,600,100,1400
9e-05,200,100,400,300,100,2000
0.0001,700,200,900,600,100,3100
0.0002,1800,900,700,500,600,2100
0.0003,1100,300,1301,500,100,1500
0.0004,2100,200,1200,600,100,1700
0.0005,1100,400,500,1000,100,1800
0.0006,1200,500,300,400,200,1800
0.0007,1400,300,900,600,100,700
0.0008,1400,0,700,700,0,1400
0.0009,2400,200,400,700,0,1300
0.001,1800,200,900,600,100,1800
0.002,1000,200,1100,500,100,1000
0.003,1000,800,600,400,200,900
0.004,1000,200,500,400,200,1300
0.005,1400,100,300,600,100,1000
0.006,1200,100,500,1400,0,1400
0.007,1400,700,500,600,0,1400
0.008,1600,100,500,400,0,2200
0.009,1200,100,1000,600,100,1200
0.01,1200,200,900,300,200,1300
0.02,1100,100,500,600,100,1001
0.03,2000,300,2100,600,100,2300
0.04,1400,300,500,400,200,900
0.05,1000,200,1500,400,200,1100
0.06,1500,200,700,600,400,1800
0.07,1500,200,1800,800,200,900
0.08,1500,200,900,600,300,1000
0.09,2800,300,1100,700,100,1300
0.1,2100,300,1000,500,200,1800
0.2,1300,200,300,400,100,1100
0.3,1000,200,500,800,100,700
0.4,800,200,600,400,0,1200
0.5,1301,100,500,400,0,800
0.6,1700,200,500,600,100,1200
0.7,1400,100,2100,700,100,1400
0.8,1200,100,400,200,100,900
0.9,2300,200,900,300,100,600
1,1600,100,1200,400,100,1400
