 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,300,1200,500,200,1400
2e-05,200,300,500,700,300,1000
3e-05,500,100,2300,1100,500,1000
4e-05,1600,300,1100,700,200,1100
5e-05,600,300,200,700,300,1000
6e-05,400,200,700,500,300,1200
7e-05,1300,300,500,600,200,2600
8e-05,300,100,300,800,0,1100
9e-05,300,200,200,600,100,1700
0.0001,300,100,500,200,100,1800
0.0002,500,100,200,500,100,1200
0.0003,1400,300,1000,700,300,1200
0.0004,1200,200,1200,600,0,1900
0.0005,900,100,400,500,100,1400
0.0006,900,100,1100,500,400,1200
0.0007,800,200,200,200,0,2000
0.0008,1300,200,1100,500,100,1100
0.0009,1400,200,600,400,200,1100
0.001,1500,400,1300,1100,100,1500
0.002,1500,200,1600,1400,300,1700
0.003,1200,100,900,400,0,1400
0.004,2900,200,800,700,100,1500
0.005,1900,200,800,600,0,2101
0.006,2400,300,1501,600,100,1500
0.007,1200,100,500,300,0,900
0.008,1800,300,1100,1100,200,3000
0.009,2400,100,900,1000,200,1900
0.01,1000,300,1900,600,100,800
0.02,1900,300,1800,600,100,2200
0.03,1700,200,1700,1000,100,1300
0.04,1100,200,700,1100,100,1600
0.05,1100,400,700,700,200,1200
0.06,1700,200,500,500,100,1000
0.07,1900,300,400,500,100,1200
0.08,1300,400,3300,600,100,2400
0.09,2600,200,600,1000,100,1800
0.1,1900,300,1300,800,200,1300
0.2,2100,300,1500,500,100,2600
0.3,1400,400,1500,1200,200,1800
0.4,2400,300,600,600,0,1100
0.5,1500,200,3200,800,100,1700
0.6,2500,300,1200,1001,100,3500
0.7,2300,300,3000,500,100,1700
0.8,1101,400,1200,700,100,2600
0.9,1600,300,1100,600,300,2900
1,1900,300,3400,600,500,3900
