 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,400,1200,500,200,2300
2e-05,600,200,800,200,200,800
3e-05,500,100,400,600,100,800
4e-05,300,500,200,200,100,1500
5e-05,900,100,200,500,0,1600
6e-05,400,200,600,501,200,1800
7e-05,400,100,500,300,200,1200
8e-05,400,100,400,500,100,2600
9e-05,600,200,900,1300,200,1500
0.0001,800,800,400,300,300,1300
0.0002,1400,400,800,300,100,1200
0.0003,800,100,700,500,100,1300
0.0004,1500,100,1500,1100,100,2200
0.0005,600,300,300,300,100,900
0.0006,1700,200,700,500,100,1100
0.0007,1500,100,400,800,100,1600
0.0008,2600,600,700,600,200,1900
0.0009,1000,100,400,300,0,1700
0.001,1200,200,800,500,100,1700
0.002,1901,300,1600,1000,200,3000
0.003,1700,100,500,1100,100,2000
0.004,2200,301,500,400,0,1600
0.005,700,300,700,500,200,700
0.006,2200,300,800,900,300,1100
0.007,1600,100,400,600,100,1600
0.008,1200,300,500,400,200,900
0.009,2401,200,600,300,200,1900
0.01,1400,1100,600,400,900,900
0.02,1700,100,500,700,200,1200
0.03,1600,100,500,1400,100,1900
0.04,1200,200,500,400,200,1000
0.05,1500,300,2800,400,200,1200
0.06,1300,200,600,500,100,1000
0.07,1600,300,600,300,100,1300
0.08,1500,200,400,700,200,2000
0.09,3100,300,1400,800,200,2600
0.1,1800,200,700,300,200,1600
0.2,3001,300,2400,600,100,1700
0.3,1600,200,1200,1000,100,1200
0.4,1400,100,600,600,100,3000
0.5,2201,200,400,1100,300,1400
0.6,2000,200,5200,1200,100,4100
0.7,1800,200,800,500,100,2101
0.8,1700,300,600,400,300,1400
0.9,1200,100,900,500,0,1300
1,1300,400,1100,600,200,1700
