 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,300,2100,600,200,2200
2e-05,500,200,400,700,100,1100
3e-05,300,300,800,200,100,1000
4e-05,400,200,200,400,200,900
5e-05,300,700,300,200,100,800
6e-05,1100,400,1300,400,200,2300
7e-05,800,400,1300,900,300,2000
8e-05,500,501,700,300,0,2000
9e-05,400,200,1000,600,200,1400
0.0001,400,300,300,600,200,1800
0.0002,600,100,200,600,100,1600
0.0003,1400,400,1000,700,200,1700
0.0004,800,300,500,400,300,1800
0.0005,2300,300,1200,500,100,900
0.0006,500,300,1300,600,100,1100
0.0007,500,200,900,1200,600,1900
0.0008,2200,800,200,500,0,1600
0.0009,800,700,300,500,200,2000
0.001,1400,300,1700,2100,100,2000
0.002,2400,300,600,300,200,1800
0.003,1700,400,200,1300,300,1300
0.004,1600,400,600,700,200,1700
0.005,2600,100,600,600,200,2600
0.006,1000,200,600,900,0,1800
0.007,2900,300,1100,600,200,2700
0.008,1300,100,600,1100,200,1400
0.009,2000,800,1500,400,100,1500
0.01,2700,300,1100,800,200,2500
0.02,1500,300,900,400,100,2900
0.03,1500,400,2901,500,200,1300
0.04,2600,400,1700,1900,200,1900
0.05,3100,700,1500,800,200,1200
0.06,1700,400,1400,300,200,1000
0.07,1700,300,1000,700,200,1100
0.08,1700,300,1500,900,100,1600
0.09,1300,200,1400,700,100,2200
0.1,1400,100,1300,500,100,1400
0.2,1300,400,601,1200,600,900
0.3,2000,300,1200,600,300,1000
0.4,1900,300,500,900,200,1300
0.5,1200,100,500,400,200,2000
0.6,1400,200,500,300,300,1600
0.7,1100,400,200,300,200,1200
0.8,1700,300,900,600,100,1200
0.9,1600,200,900,300,100,1700
1,1400,800,400,600,300,1200
