 ,DA,SA,LL,TV,VEC,CBT
1e-05,1100,300,400,400,100,2300
2e-05,1400,1000,800,1000,300,1700
3e-05,600,100,800,500,200,3400
4e-05,200,200,1200,300,100,600
5e-05,400,200,400,1400,300,1400
6e-05,400,100,200,400,0,1300
7e-05,400,100,200,400,200,1200
8e-05,300,200,400,500,600,1700
9e-05,300,100,400,600,200,1500
0.0001,200,100,200,300,200,1000
0.0002,1100,300,900,600,100,2400
0.0003,700,200,400,200,100,1300
0.0004,900,200,400,300,100,800
0.0005,1000,100,500,400,100,1100
0.0006,1100,0,300,600,100,1200
0.0007,800,200,400,300,100,900
0.0008,900,100,800,500,0,1100
0.0009,500,200,600,500,100,1200
0.001,1000,300,600,600,200,1000
0.002,1900,200,900,400,100,1700
0.003,2300,600,1200,700,700,1300
0.004,2000,600,800,700,100,1000
0.005,1500,100,700,300,100,1000
0.006,600,200,300,300,100,600
0.007,1300,200,1701,500,200,1600
0.008,1300,200,400,400,100,700
0.009,1800,200,400,600,200,1800
0.01,1300,100,300,500,200,1200
0.02,2200,600,1200,1300,100,2499
0.03,2200,200,600,500,101,900
0.04,1700,100,1300,300,100,1000
0.05,2000,400,900,1000,200,1900
0.06,1600,100,700,700,100,1300
0.07,1500,200,1400,400,100,800
0.08,1800,300,2301,700,200,1900
0.09,1700,300,2100,1000,200,2400
0.1,2400,200,800,400,100,1400
0.2,1800,400,1700,800,300,1600
0.3,900,400,800,400,200,700
0.4,1400,200,400,500,100,1900
0.5,900,200,300,300,200,800
0.6,1700,200,800,400,100,1200
0.7,1000,400,1200,500,300,2200
0.8,1100,200,700,400,100,500
0.9,1400,200,1100,500,200,1100
1,1600,100,200,500,100,1900
