 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,500,500,900,300,1100
2e-05,700,800,900,400,300,1000
3e-05,900,100,400,700,100,1700
4e-05,500,200,300,800,200,1100
5e-05,400,200,200,700,200,2100
6e-05,300,100,400,600,200,1001
7e-05,500,300,400,700,100,1300
8e-05,400,200,900,400,200,2500
9e-05,600,100,1600,900,1200,1200
0.0001,400,200,900,1300,100,1400
0.0002,800,300,900,600,200,1000
0.0003,900,300,2400,1200,100,1900
0.0004,900,200,1300,400,300,1300
0.0005,1000,300,800,900,100,1500
0.0006,1600,100,400,400,0,2300
0.0007,1200,200,600,800,0,2400
0.0008,1500,200,400,600,200,1300
0.0009,1600,300,1300,300,100,1200
0.001,700,300,1500,600,300,1100
0.002,2600,400,1200,1000,300,1800
0.003,1500,300,2100,1000,300,1300
0.004,1900,200,1300,700,100,2400
0.005,2100,400,1401,500,200,1200
0.006,1200,300,1400,400,200,1000
0.007,1500,400,1300,600,300,1300
0.008,1700,100,2100,1600,100,1500
0.009,1000,100,500,300,100,1100
0.01,1700,200,400,400,200,1000
0.02,1600,200,400,400,700,1201
0.03,1700,600,500,800,0,1500
0.04,1300,900,600,300,200,1300
0.05,1900,400,500,900,200,1300
0.06,1700,400,1800,601,300,2400
0.07,1400,200,300,500,100,800
0.08,1300,300,500,700,200,1100
0.09,1600,300,700,500,100,1900
0.1,1500,301,1100,600,200,900
0.2,1100,200,700,800,100,1400
0.3,1800,200,800,700,100,1500
0.4,1800,100,500,400,100,1900
0.5,1700,200,1300,900,400,1500
0.6,1600,200,900,500,200,1700
0.7,1400,200,1100,500,100,1500
0.8,1700,400,1400,700,100,1100
0.9,1300,100,1000,500,100,1300
1,1200,400,1700,800,100,1600
