 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,300,1301,1100,200,1400
2e-05,100,100,400,400,200,800
3e-05,400,200,1200,500,300,1000
4e-05,500,200,600,400,0,1000
5e-05,300,200,200,200,200,800
6e-05,700,100,400,601,100,1100
7e-05,900,300,1200,500,100,1300
8e-05,400,200,700,500,300,1500
9e-05,900,200,400,300,200,400
0.0001,600,700,600,400,200,1000
0.0002,1200,300,1100,400,100,1200
0.0003,700,0,300,500,100,1500
0.0004,500,100,500,600,100,1800
0.0005,600,100,500,400,500,1000
0.0006,700,300,500,500,300,1400
0.0007,900,100,200,800,400,1300
0.0008,1800,200,1201,500,100,1500
0.0009,1500,300,1700,600,200,1200
0.001,700,300,1500,400,0,1100
0.002,800,200,300,400,100,1000
0.003,1500,200,800,500,200,1500
0.004,1900,700,600,600,200,1200
0.005,2100,200,1000,500,100,1200
0.006,1400,200,900,700,200,2000
0.007,2000,300,500,600,200,1200
0.008,900,200,400,1300,0,1100
0.009,1800,300,500,1300,100,1800
0.01,2200,400,1001,800,100,500
0.02,1000,100,900,500,100,700
0.03,1500,100,1400,600,100,600
0.04,1500,100,1200,600,200,700
0.05,1400,0,700,700,100,2500
0.06,1800,100,1900,1200,0,1400
0.07,1100,100,400,700,0,1400
0.08,1500,300,1400,700,100,1000
0.09,1500,400,2400,400,0,2200
0.1,1900,300,2200,1000,200,1500
0.2,1300,300,900,900,200,2901
0.3,1600,400,400,400,200,1600
0.4,1500,300,1200,900,200,1600
0.5,2000,200,700,900,100,1400
0.6,2600,300,1900,1000,200,2200
0.7,1501,100,300,800,100,1600
0.8,1500,200,700,1100,200,1300
0.9,1500,200,800,400,0,1500
1,2100,400,700,700,700,1700
