 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,400,1200,1100,600,1200
2e-05,400,700,500,500,100,2000
3e-05,300,0,400,200,0,800
4e-05,300,400,400,900,200,1600
5e-05,300,300,400,500,300,900
6e-05,200,200,600,500,200,1300
7e-05,700,200,600,400,200,1300
8e-05,300,200,500,600,300,1700
9e-05,300,200,1400,500,200,1400
0.0001,200,300,700,500,200,1600
0.0002,400,100,200,500,0,1300
0.0003,1600,300,1100,700,100,1600
0.0004,500,400,1400,600,200,1000
0.0005,900,200,600,500,200,1700
0.0006,500,200,200,700,100,1300
0.0007,700,0,600,500,100,2500
0.0008,1200,200,800,500,200,1500
0.0009,700,100,500,400,0,1500
0.001,600,100,200,300,100,1600
0.002,1400,200,300,400,0,1001
0.003,900,100,700,300,100,1200
0.004,1200,300,600,500,100,1100
0.005,1100,300,800,400,500,1000
0.006,1800,400,600,600,300,1300
0.007,1400,200,600,300,100,1000
0.008,1400,200,700,500,200,1100
0.009,1000,200,400,1400,0,1100
0.01,1300,100,1000,500,100,1200
0.02,1500,300,600,500,100,2300
0.03,1600,100,800,300,100,1300
0.04,1200,200,600,300,100,900
0.05,3300,100,300,400,100,1100
0.06,1100,300,300,900,100,1500
0.07,1600,300,900,1200,200,1200
0.08,1300,200,300,400,100,1800
0.09,1700,400,900,500,100,1600
0.1,1300,100,500,900,100,1100
0.2,1300,300,500,500,300,1400
0.3,1700,200,600,1000,100,2100
0.4,1600,200,300,500,100,1700
0.5,1000,800,800,400,100,1200
0.6,1500,100,1200,300,600,1400
0.7,2400,200,800,500,200,1700
0.8,1200,200,1200,500,100,2300
0.9,1600,300,1500,600,300,2600
1,1300,300,600,600,200,1300
