 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,500,700,700,200,3000
2e-05,800,200,1300,500,200,2100
3e-05,600,100,400,600,0,2300
4e-05,500,0,300,400,0,1501
5e-05,1200,200,1100,400,200,1100
6e-05,600,700,1000,400,200,2800
7e-05,400,400,500,900,100,2100
8e-05,400,100,1100,500,0,2800
9e-05,800,200,1700,600,100,1900
0.0001,300,300,500,600,100,1500
0.0002,1100,300,500,500,400,2800
0.0003,2300,300,600,600,100,1800
0.0004,1900,300,1300,700,200,2300
0.0005,2900,800,700,500,200,2300
0.0006,1900,400,2200,600,100,2500
0.0007,1100,100,700,1300,100,1900
0.0008,1300,100,900,700,100,2800
0.0009,1100,200,800,700,300,1800
0.001,1100,100,1400,1400,100,1700
0.002,1900,200,800,600,0,1400
0.003,1700,200,900,700,0,3000
0.004,1300,100,1300,1200,100,1300
0.005,800,100,400,400,100,1200
0.006,1400,200,400,400,300,1900
0.007,3200,400,1400,1100,300,2500
0.008,1200,300,700,1600,500,1600
0.009,1700,100,800,1900,0,1600
0.01,2800,800,800,800,200,1800
0.02,1700,300,400,400,0,4300
0.03,1800,300,2000,600,200,1800
0.04,1700,200,700,500,100,2100
0.05,1400,100,800,700,100,1601
0.06,1500,200,701,500,100,1200
0.07,2000,800,600,600,200,1300
0.08,1300,200,900,700,100,2300
0.09,1400,100,600,600,100,2300
0.1,1300,100,700,1200,200,2401
0.2,1600,600,800,300,700,1300
0.3,1600,200,900,900,200,1500
0.4,1500,200,300,700,0,2700
0.5,1300,1200,900,500,100,1400
0.6,1300,100,500,300,0,1100
0.7,900,200,500,400,100,1300
0.8,1501,100,300,500,100,1400
0.9,1800,300,2800,600,100,1700
1,2300,100,1400,300,100,2100
