 ,DA,SA,LL,TV,VEC,CBT
1e-05,601,300,1600,700,200,1600
2e-05,700,300,1700,900,300,900
3e-05,700,300,400,600,100,1700
4e-05,300,200,300,600,100,1000
5e-05,800,200,400,500,200,1500
6e-05,400,200,400,500,100,1100
7e-05,400,200,500,500,200,1400
8e-05,400,100,200,500,200,1500
9e-05,300,100,300,400,100,1600
0.0001,300,100,300,600,0,1000
0.0002,800,200,800,600,300,1800
0.0003,900,200,400,300,100,3200
0.0004,1000,200,600,400,200,2200
0.0005,800,200,500,500,100,1100
0.0006,600,200,400,500,0,1700
0.0007,1000,200,1600,400,100,1600
0.0008,1000,0,700,600,0,2200
0.0009,1300,300,1600,1600,200,1900
0.001,900,200,1400,900,100,1900
0.002,1600,200,1300,1001,200,2200
0.003,1700,200,900,400,100,1900
0.004,2000,100,400,600,100,1600
0.005,1400,300,1000,500,100,2200
0.006,1600,300,1100,400,100,2100
0.007,2300,800,900,1200,200,1500
0.008,1100,200,2500,900,300,1400
0.009,1100,300,600,400,400,1000
0.01,1400,0,100,500,400,1500
0.02,2200,500,400,1000,100,1400
0.03,1600,300,1200,700,200,1200
0.04,2200,200,900,600,100,800
0.05,1500,300,1500,400,100,1500
0.06,1900,700,2000,300,100,1500
0.07,2000,100,300,800,100,1600
0.08,2400,500,500,600,0,900
0.09,1300,200,600,1200,500,1000
0.1,1300,300,700,700,100,1900
