 ,DA,SA,LL,TV,VEC,CBT
1e-05,1600,200,1400,700,200,1800
2e-05,300,200,500,400,0,1700
3e-05,700,300,900,700,200,1600
4e-05,1100,400,500,300,100,1300
5e-05,600,300,300,400,700,1400
6e-05,400,900,400,400,200,1300
7e-05,400,200,700,300,100,1400
8e-05,700,300,300,300,100,2000
9e-05,300,300,1300,200,100,1300
0.0001,800,200,600,500,200,3100
0.0002,1200,200,1200,600,200,1300
0.0003,1700,600,900,400,100,1801
0.0004,800,100,500,300,100,800
0.0005,500,400,1200,500,100,1200
0.0006,700,100,600,800,0,1800
0.0007,1000,200,2200,500,200,2000
0.0008,1300,200,1500,500,100,1400
0.0009,2300,100,700,700,100,1400
0.001,1900,300,600,400,300,1200
0.002,2000,100,300,500,100,1800
0.003,1600,300,1600,900,100,2100
0.004,1300,100,700,600,0,1700
0.005,1500,300,3300,700,100,1300
0.006,1100,1400,1000,400,100,1300
0.007,1600,100,1000,1600,100,1100
0.008,2900,300,900,600,200,1700
0.009,2000,300,1000,700,0,2600
0.01,1200,300,500,600,200,1400
0.02,700,200,300,600,100,800
0.03,1600,200,1400,600,200,700
0.04,1200,300,500,600,100,1300
0.05,1000,200,400,500,100,600
0.06,1400,300,3100,800,200,1100
0.07,1300,400,400,500,0,1200
0.08,700,100,400,300,0,1200
0.09,1000,200,500,400,600,700
0.1,1800,200,2000,900,300,1200
0.2,1400,100,600,500,100,900
0.3,1200,200,700,500,100,1500
0.4,1100,300,3600,500,100,1800
0.5,1300,200,900,700,100,1600
0.6,1000,100,700,300,100,900
0.7,1300,200,1100,400,0,1000
0.8,1200,300,700,900,200,1900
0.9,1300,200,1800,300,200,1300
1,1000,200,1700,500,100,700
