 ,DA,SA,LL,TV,VEC
1e-05,1000,1100,4501,3300,1000
2e-05,1100,900,3401,3000,1300
3e-05,800,1300,2800,2600,700
4e-05,1000,1000,3200,3800,1301
5e-05,1100,1000,2601,4300,1300
6e-05,800,1000,3501,3100,700
7e-05,800,800,1900,3000,1000
8e-05,900,1301,5200,3700,1300
9e-05,901,900,3700,3300,1600
0.0001,800,1000,3200,3000,1000
0.0002,800,1000,4901,3700,1600
0.0003,900,1100,5501,4600,1300
0.0004,1000,1400,3801,3800,1300
0.0005,1001,1300,4700,3100,1600
0.0006,1200,1100,2901,3700,1500
0.0007,1001,1000,2300,4300,1100
0.0008,900,1600,4000,4901,1900
0.0009,1200,1000,3400,3601,1200
0.001,1300,1200,4700,3301,1000
0.002,1300,1000,3500,3501,1400
0.003,1000,900,2901,4100,1200
0.004,1200,1200,3200,3900,1500
0.005,1100,1100,3100,4300,1600
0.006,1300,900,4800,3300,1301
0.007,1400,1000,2301,3800,1400
0.008,1200,1300,6400,3700,1601
0.009,1300,1000,2600,3200,1700
0.01,1700,1000,5400,3201,1600
0.02,1600,1000,4601,3300,1200
0.03,1400,1100,5001,3900,900
0.04,1500,1000,3100,3801,1500
0.05,1300,1100,5000,3901,1200
0.06,1400,1100,3601,3600,1400
0.07,900,1000,2200,3100,1800
0.08,1400,1801,2400,3700,1300
0.09,2200,1000,5900,4401,1500
0.1,1300,1100,4800,3700,1300
0.2,1300,1100,4501,4700,1400
0.3,1400,1200,2001,3700,1600
0.4,1000,1000,3800,2900,1200
0.5,1300,1100,4900,3401,1300
0.6,1800,1600,1900,4100,1701
0.7,1400,1100,2400,3200,1501
0.8,1400,1200,3700,4101,1400
0.9,1900,1001,9501,3300,1600
1,1500,1300,4401,4000,1400
