 ,DA,SA,LL,TV,VEC
1e-05,1000,1200,6501,4300,1100
2e-05,700,12101,2000,3901,900
3e-05,800,1200,2900,4301,1300
4e-05,900,1400,2700,3101,1400
5e-05,900,900,2201,3300,1500
6e-05,900,1001,4700,3800,1800
7e-05,900,1300,2900,3701,1300
8e-05,800,900,5701,3100,1400
9e-05,900,900,2800,3501,1400
0.0001,1000,1000,4201,3400,1300
0.0002,1000,1001,4000,3800,1400
0.0003,800,901,4500,3000,1600
0.0004,700,800,2500,2700,1500
0.0005,800,1100,3000,4101,1400
0.0006,1100,1000,2901,3800,1500
0.0007,1500,1300,4700,4200,1501
0.0008,1000,1100,4101,3600,1400
0.0009,1100,1101,5700,3900,1601
0.001,1501,1100,2500,3700,1700
0.002,1000,1200,3000,3401,1600
0.003,600,1001,2800,3300,1400
0.004,1100,1000,5001,4400,1100
0.005,1300,1001,5100,3800,1301
0.006,900,1000,4301,4600,1400
0.007,1100,1200,4801,4500,1500
0.008,800,1101,3300,3300,1400
0.009,1100,900,2900,3500,1501
0.01,1100,1201,2300,3900,1600
0.02,1200,1600,6500,3601,1000
0.03,1300,1400,2400,3600,1701
0.04,1100,1100,2500,4001,1400
0.05,1300,1201,1900,4200,1600
0.06,1101,1300,5100,4200,1400
0.07,800,900,5400,3200,1200
0.08,1100,1100,3500,3601,1800
0.09,1201,1200,2100,3000,1100
0.1,1000,1200,5100,3401,1600
0.2,1400,1300,7001,4200,1500
0.3,1500,1100,5600,4000,1700
0.4,2000,1000,2701,3500,1700
0.5,1700,1000,2800,3300,1500
0.6,800,1300,3901,3700,1300
0.7,1500,1100,4300,3101,1500
0.8,1500,1200,2900,4101,1300
0.9,1000,1100,16401,3801,1700
1,900,1400,4200,4001,1300
