 ,DA,SA,LL,TV,VEC
1e-05,1000,1000,15700,1700,200
2e-05,300,200,1000,900,200
3e-05,100,100,9801,1400,100
4e-05,500,500,10500,900,100
5e-05,1200,200,6300,2900,600
6e-05,300,100,9300,1200,100
7e-05,800,200,15401,2700,200
8e-05,2000,700,16100,2300,300
9e-05,900,200,6000,1101,100
0.0001,800,401,4600,3300,0
0.0002,1400,400,17100,1800,100
0.0003,2000,300,4900,2600,100
0.0004,600,300,6200,1100,100
0.0005,700,700,3100,2000,400
0.0006,600,300,11400,1100,200
0.0007,1100,300,13200,1900,100
0.0008,700,300,11001,2700,200
0.0009,1100,300,12501,1600,100
0.001,1800,300,12900,3300,100
0.002,2200,300,8500,2700,200
0.003,3400,300,16900,1900,200
0.004,2100,400,7700,1600,200
0.005,1700,400,3700,2500,300
0.006,1200,300,15100,1201,200
0.007,2000,400,7600,1500,200
0.008,3800,200,4700,2300,601
0.009,2900,400,4200,1400,300
0.01,2400,300,6900,2701,300
0.02,1900,300,4000,1600,200
0.03,4100,500,6600,2400,300
0.04,3200,300,6700,1400,300
0.05,2300,300,4700,901,100
0.06,2100,300,16301,1400,200
0.07,2800,400,5100,900,400
0.08,1400,400,14700,800,300
0.09,2200,400,7400,1000,1100
0.1,2100,200,13800,1100,200
0.2,3500,300,10100,900,200
0.3,2300,300,1500,1100,200
0.4,4500,300,4900,2400,300
0.5,3300,400,12400,1200,200
0.6,1900,400,6700,2200,200
0.7,4100,400,20201,2300,300
0.8,1500,900,2700,700,100
0.9,1700,900,8300,800,300
1,2700,200,5400,1800,100
