 ,DA,SA,LL,TV,VEC
1e-05,600,500,6400,2000,100
2e-05,800,200,2200,2100,200
3e-05,700,200,6100,2300,100
4e-05,600,200,15200,2100,500
5e-05,700,400,14700,1800,400
6e-05,800,200,7301,1000,100
7e-05,700,200,13000,1600,200
8e-05,2800,200,10500,1500,100
9e-05,200,100,2401,1000,200
0.0001,600,200,5400,1600,200
0.0002,2200,300,9100,2200,200
0.0003,900,200,12801,1600,300
0.0004,800,300,3300,1100,100
0.0005,800,300,10200,2900,600
0.0006,700,200,3200,900,100
0.0007,700,200,12201,3700,200
0.0008,1300,1400,17300,1500,300
0.0009,1000,200,8200,1600,300
0.001,900,100,7200,1000,100
0.002,800,200,7500,1100,100
0.003,1200,300,16000,3900,400
0.004,1100,200,11700,1000,600
0.005,2600,300,10000,1400,200
0.006,2400,200,10001,1200,100
0.007,1700,300,15701,1200,0
0.008,2000,300,4700,1400,300
0.009,1800,300,11300,1500,200
0.01,1700,300,16001,1400,200
0.02,1600,300,12200,1800,200
0.03,1800,200,14500,1100,300
0.04,3600,300,5900,2700,100
0.05,2000,200,9900,1700,600
0.06,1700,100,13100,800,100
0.07,1300,800,8301,800,100
0.08,3500,200,2100,800,200
0.09,3600,400,16201,800,200
0.1,2600,200,14500,3600,200
0.2,4100,400,12700,1200,200
0.3,3200,200,9900,1200,100
0.4,3900,200,10200,1000,200
0.5,1700,300,8800,700,300
0.6,1700,200,7300,800,300
0.7,2200,300,4100,700,200
0.8,1000,300,13400,600,100
0.9,2800,300,13900,1600,1200
1,2300,300,14600,1000,300
