 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,25901,435108,3600,27001,1900
2e-05,700,32200,550111,6400,32500,1700
3e-05,600,24601,360907,2000,21900,1300
4e-05,500,11501,380807,15000,12201,1200
5e-05,800,31700,468309,20401,29900,1700
6e-05,900,2900,356807,9200,1800,2000
7e-05,900,5600,356507,12301,2900,1400
8e-05,600,22701,360606,12901,22500,1400
9e-05,1300,24100,578511,17300,23900,2001
0.0001,800,24500,363907,15700,23201,1900
0.0002,1300,5500,365207,7100,5701,1900
0.0003,900,13900,359307,11700,10400,1800
0.0004,1100,31700,519910,21001,32900,1400
0.0005,1000,14300,370808,16400,12000,2500
0.0006,800,16200,389008,14900,16800,1400
0.0007,1000,3700,363307,7100,6700,1600
0.0008,1200,4200,409808,9401,4300,1600
0.0009,1700,17700,605812,20900,45101,2100
0.001,1500,32300,540611,17200,31501,2000
0.002,1500,19801,366607,12800,16700,1800
0.003,1800,40701,556010,10000,39701,1800
0.004,1400,21601,536710,21800,19301,1800
0.005,1400,40701,571811,12700,43501,2400
0.006,4900,34200,573711,12901,32500,3400
0.007,3100,13400,364807,8600,13901,2200
0.008,2500,33000,594712,8900,30501,2500
0.009,1500,15000,389208,15200,10300,1800
0.01,4200,10300,367407,12200,9601,2300
0.02,1200,26500,367907,7400,20801,1500
0.03,1300,33601,437608,2200,35101,1200
0.04,2000,24800,441009,10200,27900,1400
0.05,1300,10701,375607,12900,9700,2200
0.06,1500,15600,380607,9900,14301,1500
0.07,1500,11300,399208,11200,8800,2200
0.08,1300,8100,441909,12100,7500,1700
0.09,1800,9801,816115,17301,11700,2000
0.1,1500,10200,650312,13101,11000,2100
0.2,1800,8601,546710,13000,8201,2100
0.3,2000,10501,534410,19600,8600,2100
0.4,2300,21601,1306225,23400,23801,1900
0.5,1300,8900,665812,24300,8300,2001
0.6,1100,11100,607912,10700,10100,2300
0.7,1000,40900,674313,3300,42201,2000
0.8,1500,3400,701413,14001,4200,1700
0.9,1400,8800,739923,9300,8001,1700
1,2000,38000,789316,5400,40701,2500
