 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,43901,564611,3900,44401,1800
2e-05,800,28600,559610,3200,27301,3600
3e-05,700,36501,520210,9500,36601,1400
4e-05,400,16200,387007,13401,15600,1800
5e-05,500,4000,358207,14400,3000,3300
6e-05,500,11801,356806,18601,9100,1600
7e-05,300,4800,357906,14901,4400,1200
8e-05,400,16501,357106,22801,12800,1700
9e-05,500,5900,357507,11500,4200,1100
0.0001,3200,33400,543511,17700,32401,2700
0.0002,700,11500,362307,14600,9100,1700
0.0003,1300,12800,361807,18200,10401,2100
0.0004,1100,20100,569311,13100,17801,1800
0.0005,800,29600,360107,2500,24901,1300
0.0006,2200,24000,587812,22200,25301,1800
0.0007,2000,27600,578811,17301,28000,1500
0.0008,1200,15400,474909,12200,13801,2200
0.0009,1300,9600,366807,13001,7300,2200
0.001,1200,2000,521710,8200,4000,1500
0.002,1301,12200,362806,11401,7300,2400
0.003,1900,28501,380807,5900,28901,2000
0.004,3300,17900,588311,14700,17101,1600
0.005,1301,33500,613011,7900,31701,1900
0.006,1900,24101,610311,12001,24100,1900
0.007,1200,23201,367307,8500,19400,1200
0.008,1400,27500,413308,3900,28701,2100
0.009,1500,20100,491710,6900,18200,1600
0.01,1800,27601,429208,10300,28101,1300
0.02,3700,44301,652112,7901,41300,2200
0.03,2500,1900,606712,6100,2300,1900
0.04,1900,16101,482409,20800,15901,1500
0.05,1500,21800,458809,21601,21600,1600
0.06,2400,29400,445709,32400,27901,2900
0.07,1400,16800,383607,9701,15300,1900
0.08,1100,9700,401607,10600,12300,1500
0.09,1300,9500,406608,20100,10600,3100
0.1,2401,1200,440408,1700,700,2400
0.2,2200,1800,832616,7900,3700,1900
0.3,1000,21700,536510,9900,16300,1601
0.4,700,9700,523410,1800,10001,1400
0.5,2400,48501,1431628,4500,46101,2000
0.6,1700,44201,1256125,19401,41801,2000
0.7,1900,7000,665312,7300,5400,2300
0.8,3600,33400,1122822,6000,34201,3300
0.9,2000,33101,854816,17301,30100,1400
1,1500,12500,770115,4600,14800,1400
