 ,DA,SA,LL,TV,VEC,CBT
1e-05,2000,34501,590511,4601,34000,2500
2e-05,600,16201,547110,22101,15900,3900
3e-05,600,15600,372807,20601,13700,1300
4e-05,500,26600,357107,13001,24300,2100
5e-05,500,1800,372407,6200,2200,1600
6e-05,400,24200,358107,9200,21901,1800
7e-05,1600,20400,397608,8200,18600,2400
8e-05,700,15501,357907,6200,15800,1500
9e-05,500,1300,357307,5700,1700,1200
0.0001,700,5100,356806,8500,5300,3001
0.0002,600,31801,363907,1000,25300,1700
0.0003,1300,30801,534610,20900,28501,3200
0.0004,1300,25901,395007,15101,20800,2300
0.0005,2800,27100,591912,22700,26001,2100
0.0006,1200,1600,637012,2400,1600,2200
0.0007,2800,39901,593311,24701,37901,2000
0.0008,2300,5301,536210,12000,4900,1500
0.0009,1000,32000,384308,19300,30601,1800
0.001,1200,9100,379907,23401,8700,1600
0.002,2700,37601,608912,22600,37301,1600
0.003,1200,17400,361607,10100,17400,1800
0.004,2000,500,562510,2901,800,1500
0.005,1700,14101,480609,12700,12901,1400
0.006,1700,1600,376908,7400,1900,2000
0.007,2100,17701,360907,16900,18101,1400
0.008,1700,1700,424108,3000,1500,2200
0.009,2100,21400,588312,5400,21701,1700
0.01,1300,39401,513811,8900,43501,1100
0.02,2500,21601,539419,15701,23600,1300
0.03,1900,19900,517610,9600,17301,1600
0.04,1400,20300,374607,3200,17301,1300
0.05,1300,6900,444208,18601,6400,1000
0.06,1500,13201,486509,21600,13901,1900
0.07,1800,3100,390007,6300,1400,2200
0.08,1300,15800,405908,10000,19000,1600
0.09,1601,37200,464710,3900,35301,1400
0.1,3000,23200,426408,17501,19900,1700
0.2,1600,4200,755115,11200,6000,2400
0.3,1900,20901,568410,10601,20700,2400
0.4,1600,12500,764215,10100,14100,1400
0.5,1100,20701,577911,18100,22201,2600
0.6,1300,24800,609012,8300,16600,1300
0.7,1300,9001,668912,9601,13200,1400
0.8,2200,36001,1072520,8901,37800,2200
0.9,1200,11501,741614,18300,12101,2800
1,1400,24501,794815,3200,19300,1700
