 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,28801,577811,20900,24801,1800
2e-05,600,37201,372407,5600,30301,1500
3e-05,500,17700,359107,12400,15400,1800
4e-05,500,25400,356307,13201,21700,1600
5e-05,700,22601,580611,22500,20201,2000
6e-05,700,29501,502309,16501,27800,1500
7e-05,400,9900,361307,10600,9300,1100
8e-05,600,7500,373607,16301,4600,1300
9e-05,1000,13000,357107,16100,11200,1600
0.0001,1300,41501,602412,20400,38901,1700
0.0002,1300,33900,366507,11400,30900,2501
0.0003,2500,39901,604412,16500,52501,1700
0.0004,900,40001,435608,12300,36700,2101
0.0005,1700,9201,360907,11000,7600,1800
0.0006,1300,18501,358607,11900,15800,2100
0.0007,2600,42901,590211,11601,42600,4000
0.0008,1600,19900,555011,13800,17100,1700
0.0009,1000,6800,460909,19600,6001,1600
0.001,1300,33600,591512,20700,32901,1900
0.002,1200,25800,530610,16801,26800,1600
0.003,2700,18001,363207,15100,6800,3100
0.004,1700,8800,448509,14900,8200,2100
0.005,1600,27700,560011,13500,24401,1500
0.006,3500,800,548710,2500,1100,2400
0.007,1600,8000,521410,23400,7801,1800
0.008,2100,37001,410108,16800,31901,2200
0.009,1400,20601,372807,16600,21201,1500
0.01,1801,32700,607911,25301,29900,2800
0.02,1300,9700,383707,13401,10200,1800
0.03,2600,43700,635012,1400,43801,900
0.04,2500,30401,543410,7700,30801,1400
0.05,2100,29501,619711,8801,27200,2800
0.06,1300,12800,400208,14900,12501,1500
0.07,2500,25201,385207,12900,21501,1900
0.08,2500,8900,553511,15700,8300,1200
0.09,2600,23700,406308,10300,20800,2600
0.1,2100,2601,395507,8900,2300,1200
0.2,1700,22300,419308,11300,19900,1201
0.3,1400,34301,902617,11100,30001,2000
0.4,2000,48901,530010,12800,34801,2100
0.5,1600,20500,901618,7000,18300,2500
0.6,2500,27701,1765434,10300,24001,1700
0.7,1600,2700,658113,6600,1600,1500
0.8,3100,500,1105921,2400,1100,1800
0.9,2300,28901,2081740,4800,27301,3000
1,3200,22900,771315,3100,21401,1900
