 ,DA,SA,LL,TV,VEC,CBT
1e-05,400,11600,453609,9800,12701,1800
2e-05,500,22901,357507,9600,23600,1300
3e-05,900,19101,361707,15800,24100,1100
4e-05,500,1200,358607,4500,1500,1800
5e-05,400,32801,356307,3300,30400,1200
6e-05,400,3400,356307,10900,3900,1200
7e-05,600,6500,514610,13700,4700,1300
8e-05,600,33400,451009,30501,34600,1500
9e-05,800,34201,455408,18101,33000,2500
0.0001,900,8000,359307,12601,6400,1400
0.0002,800,28201,488609,24801,25300,1200
0.0003,900,27301,413908,18300,27701,1700
0.0004,1700,7300,357907,14300,5601,3000
0.0005,1300,34000,361707,10901,16700,2000
0.0006,1000,37201,489509,22301,34801,1600
0.0007,1800,30201,583611,18900,26901,1800
0.0008,1200,40801,487509,5801,39700,1400
0.0009,1500,3000,523310,7400,2300,1500
0.001,1100,400,451009,1700,1000,1400
0.002,1600,36001,377207,5200,32101,2400
0.003,1700,15700,455109,16500,13500,1200
0.004,2300,25800,370907,14101,25000,1900
0.005,1300,4900,465309,19500,4200,1800
0.006,2700,17600,547211,21200,15201,2200
0.007,1600,800,627912,2800,1700,2400
0.008,4200,27501,623812,15900,25201,2700
0.009,2800,47601,619912,1600,45101,1100
0.01,2000,17700,361307,11800,16701,1400
0.02,2900,41400,462309,10701,40900,1700
0.03,2100,21300,377108,18200,16900,1500
0.04,1900,12400,382507,9101,9700,1600
0.05,1900,32900,683313,41601,33301,3200
0.06,1900,7801,412507,18901,7600,1300
0.07,3000,9300,615812,21501,10000,2200
0.08,2700,48701,780215,2400,45701,800
0.09,4300,29501,472409,12200,23000,2200
0.1,1800,2400,617412,5200,1700,1700
0.2,4800,12700,963119,29100,15401,2600
0.3,1601,2900,474309,21600,2900,1500
0.4,3700,2301,957318,13100,3900,1500
0.5,1800,1900,589111,5300,1500,1900
0.6,1000,18600,609912,13600,20001,1300
0.7,1300,31401,665613,11700,31401,1600
0.8,2900,16900,2065827,16400,15401,4400
0.9,1800,800,740614,2400,1100,1800
1,2300,24800,1051820,18800,24101,1700
