 ,DA,SA,LL,TV,VEC,CBT
1e-05,700,18700,583612,12800,15000,2000
2e-05,500,41801,441509,1100,38100,1400
3e-05,500,29601,403708,15600,30501,1700
4e-05,700,9401,367907,11500,9800,2600
5e-05,600,10301,392907,19101,11400,1500
6e-05,500,10400,358507,17200,11401,1300
7e-05,600,13500,358207,9300,15601,1400
8e-05,601,3400,357006,10601,3800,1600
9e-05,1200,23500,561911,17701,21500,1400
0.0001,900,19700,529810,19401,18900,1300
0.0002,800,23500,460509,17801,21200,1500
0.0003,1100,17400,367107,17001,14100,1500
0.0004,1700,13400,601412,19100,13301,3100
0.0005,1600,4000,570611,9300,5000,2300
0.0006,2500,10400,559111,18000,10300,2600
0.0007,4100,24301,587911,23101,22500,2000
0.0008,1600,36401,609112,17000,33301,2300
0.0009,2600,25900,611812,21501,23900,2500
0.001,1400,3300,372807,12000,2900,2001
0.002,1900,28601,572411,11400,23901,2100
0.003,1600,37901,402708,2600,35600,1800
0.004,1201,7400,363407,15400,4100,2300
0.005,1401,11400,534910,13500,10401,1500
0.006,1600,21100,361207,10200,15001,1700
0.007,1500,32300,457109,4600,28401,1500
0.008,1500,14601,361107,13200,14700,1500
0.009,1100,18201,357807,20200,17401,1200
0.01,1800,7100,539111,20200,8000,1500
0.02,3100,7500,361608,13601,7000,1700
0.03,1900,44401,635612,4100,42701,1900
0.04,2200,11300,487110,18501,12300,1700
0.05,2100,23400,473310,12900,24100,1600
0.06,1900,30601,389806,27401,29800,2800
0.07,2000,2100,376103,8500,2200,2100
0.08,1700,9300,499902,15900,10500,1300
0.09,1200,17900,391000,4000,20700,1800
0.1,1900,7300,663807,24900,6500,2100
0.2,2500,26100,851617,12300,22500,1600
0.3,1300,32000,525810,5700,29600,2301
0.4,1800,26200,589911,21501,24000,1900
0.5,2900,5600,1530329,13200,6200,1700
0.6,1800,32101,636612,13700,26901,1700
0.7,3200,17700,1611431,29600,18101,1600
0.8,1800,38801,772614,1700,40400,2201
0.9,1600,600,755114,5501,900,2100
1,2600,11900,1070021,11800,12401,1700
