 ,DA,SA,LL,TV,VEC,CBT
1e-05,500,23700,534011,8000,23900,1400
2e-05,300,6800,370707,19101,7600,2100
3e-05,400,4000,357307,7700,2200,1600
4e-05,400,32401,361807,5700,32700,1600
5e-05,800,23400,529910,21900,22301,1700
6e-05,400,25700,464709,12200,48401,1300
7e-05,600,20500,369907,13801,16600,2300
8e-05,500,14300,357007,14600,11800,1600
9e-05,900,7700,365607,13001,6400,1800
0.0001,700,21000,386307,13401,20100,1700
0.0002,700,12901,521010,17700,13800,2500
0.0003,800,500,359507,2000,700,1700
0.0004,800,7100,361407,10100,4400,2000
0.0005,900,11801,407507,14101,10800,2000
0.0006,800,35501,443409,17800,32201,1300
0.0007,1000,27800,469309,20501,25600,1600
0.0008,800,34801,448108,10400,32701,1300
0.0009,1000,38700,451709,8400,36301,1600
0.001,1200,33001,383107,19601,31000,1000
0.002,1100,23700,365007,16000,22001,2500
0.003,1600,28201,370607,16101,26300,1900
0.004,1900,9600,504510,16600,8600,1600
0.005,1800,12200,733514,22001,12300,2600
0.006,3200,6700,360407,11201,5900,1500
0.007,1900,47301,611012,4400,45501,3400
0.008,2800,27800,374907,23600,24300,2101
0.009,2100,9500,371207,16501,9500,1900
0.01,1801,22600,370707,24400,21301,1800
0.02,1300,16000,428008,16300,15601,1200
0.03,1800,26801,380707,19700,26101,2000
0.04,2000,25201,374407,23001,13800,2400
0.05,3700,8800,384808,19900,7900,1900
0.06,2400,10100,595611,21700,9700,1901
0.07,2100,7900,583211,24101,8000,1800
0.08,2400,3900,438408,15101,7200,2100
0.09,1400,38001,685213,12301,34100,1600
0.1,2200,17400,684314,18000,17500,1700
0.2,2800,25900,479109,16200,25501,1800
0.3,1900,34301,499809,19701,30000,2400
0.4,1300,25400,528910,17801,22600,1200
0.5,2001,21900,1339025,18201,18800,1900
0.6,2100,10500,1504729,15900,11100,1800
0.7,2300,24901,651412,21601,21800,1500
0.8,1701,12400,1001738,13301,10900,2100
0.9,3500,36401,886317,18300,35801,1400
1,1700,12400,777315,10400,14801,1400
